Nome do Repositório,Idade (dias),PRs Aceitos Externos,Releases,Dias sem atualizar,Linguagem,Total Issues,Issues Fechadas,Razão Issues Fechadas (%)
mifi/lossless-cut,3410,100,105,0,TypeScript,1801,1565,86.9
novuhq/novu,1649,92,108,0,TypeScript,1668,1542,92.45
mindsdb/mindsdb,2769,83,336,0,Python,4399,4327,98.36
nushell/nushell,2488,100,117,0,Rust,7017,5545,79.02
freeCodeCamp/devdocs,4512,100,0,0,Ruby,1262,1065,84.39
impress/impress.js,5178,82,15,0,JavaScript,483,432,89.44
preactjs/preact,3826,87,240,0,JavaScript,1929,1869,96.89
remotion-dev/remotion,2078,57,593,0,TypeScript,2201,2119,96.27
agno-agi/agno,1398,75,171,0,Python,1963,1687,85.94
google/googletest,3870,97,11,0,C++,2364,1989,84.14
gto76/python-cheatsheet,2959,0,0,0,Python,27,27,100.0
PhilJay/MPAndroidChart,4329,45,44,0,Java,4965,2898,58.37
PatrickJS/awesome-cursorrules,532,68,0,0,MDX,51,8,15.69
microsoft/qlib,2027,63,23,0,Python,1041,762,73.2
lapce/lapce,2947,82,35,0,Rust,2011,1200,59.67
istio/istio,3391,76,423,0,Go,21696,21278,98.07
halo-dev/halo,2903,30,250,0,Java,4577,4342,94.87
Kong/insomnia,3601,100,546,0,TypeScript,3975,3251,81.79
ant-design/ant-design-pro,3111,62,26,0,TypeScript,9799,9625,98.22
naptha/tesseract.js,3905,86,57,0,JavaScript,734,703,95.78
dotnet/aspnetcore,4375,92,275,0,C#,38637,35090,90.82
tw93/Mole,161,98,26,0,Shell,340,340,100.0
denysdovhan/wtfjs,3153,100,25,0,JavaScript,118,96,81.36
rapid7/metasploit-framework,5299,100,0,0,Ruby,6424,5951,92.64
FreeCodeCampChina/freecodecamp.cn,3441,55,0,0,CSS,587,445,75.81
httpie/cli,5119,100,47,0,Python,910,723,79.45
pola-rs/polars,2119,23,248,0,Rust,12416,9906,79.78
BerriAI/litellm,950,93,1000,0,Python,9215,8392,91.07
huihut/interview,2944,30,0,0,C++,66,65,98.48
ToolJet/ToolJet,1799,63,448,0,JavaScript,5149,4536,88.09
RSSNext/Folo,694,81,93,0,TypeScript,2564,2184,85.18
vlang/v,2580,66,302,0,V,10267,9152,89.14
LAION-AI/Open-Assistant,1176,22,127,0,Python,1646,1419,86.21
outline/outline,3571,53,157,0,TypeScript,3905,3868,99.05
TencentARC/GFPGAN,1810,10,8,0,Python,509,135,26.52
TeamNewPipe/NewPipe,3833,96,140,0,Java,10099,8774,86.88
google-research/google-research,2706,29,0,0,Jupyter Notebook,1440,348,24.17
chatchat-space/Langchain-Chatchat,1067,64,31,0,Python,4237,4230,99.83
eugenp/tutorials,4690,100,0,0,Java,790,773,97.85
CorentinTh/it-tools,2157,94,10,0,Vue,670,218,32.54
NervJS/taro,2886,99,207,0,TypeScript,13110,11492,87.66
kilimchoi/engineering-blogs,3915,97,0,0,Ruby,97,75,77.32
exacity/deeplearningbook-chinese,3372,16,7,0,TeX,203,139,68.47
llvm/llvm-project,3373,58,149,0,LLVM,92432,64357,69.63
0voice/interview_internal_reference,2458,35,0,0,Python,52,19,36.54
spacedriveapp/spacedrive,1618,93,28,0,Rust,530,518,97.74
vnpy/vnpy,4019,74,66,0,Python,2162,2151,99.49
alibaba/arthas,2742,100,66,0,Java,2130,1752,82.25
docker/compose,4466,100,275,0,Go,8277,8232,99.46
paperless-ngx/paperless-ngx,1479,56,142,0,Python,2359,2359,100.0
openai/gym,3596,93,19,0,Python,1840,1727,93.86
ManimCommunity/manim,2114,42,33,0,Python,1737,1362,78.41
huiyadanli/RevokeMsgPatcher,2416,6,21,0,C#,993,945,95.17
satwikkansal/wtfpython,3108,94,2,0,Python,224,158,70.54
AobingJava/JavaFamily,2303,2,0,0,Nenhuma,66,60,90.91
babysor/MockingBird,1669,55,1,0,Python,892,415,46.52
inkonchain/docs,664,95,0,0,MDX,37,13,35.14
drawdb-io/drawdb,960,91,0,0,JavaScript,337,214,63.5
inkonchain/node,658,36,6,0,Shell,26,13,50.0
PKUanonym/REKCARC-TSC-UHT,2524,89,0,0,HTML,34,32,94.12
exelban/stats,2469,81,321,0,Swift,2449,2426,99.06
