repository,stars,age_years,primary_language,llm_coauthor_commits,commits_scanned,python_file_count,total_sloc,eligible,rejection_reason,star_bucket,scanned_at,has_ai_config
bottlepy/bottle,8766,16.9,Python,0,1987,1,3624,False,sem co-autoria LLM e sem arquivos de config nos últimos 1987 commits,3000-9999,2026-05-24T13:56:53Z,False
angr/angr,8827,10.8,Python,0,2500,1183,199551,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T13:56:01Z,False
pwr-Solaar/Solaar,8749,13.7,Python,0,2500,95,31482,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T13:57:20Z,False
eternnoir/pyTelegramBotAPI,8735,10.9,Python,1,3,37,36381,True,,3000-9999,2026-05-24T13:58:04Z,False
mps-youtube/yewtube,8720,12.3,Python,0,2119,45,6468,False,sem co-autoria LLM e sem arquivos de config nos últimos 2119 commits,3000-9999,2026-05-24T13:58:28Z,False
NVIDIA/vid2vid,8709,7.8,Python,0,65,65,5307,False,sem co-autoria LLM e sem arquivos de config nos últimos 65 commits,3000-9999,2026-05-24T13:59:14Z,False
jofpin/trape,8680,8.6,Python,0,132,18,2681,False,sem co-autoria LLM e sem arquivos de config nos últimos 132 commits,3000-9999,2026-05-24T13:59:23Z,False
hardikvasa/google-images-download,8671,11.2,Python,0,167,4,896,False,sem co-autoria LLM e sem arquivos de config nos últimos 167 commits,3000-9999,2026-05-24T13:59:26Z,False
ccxt/binance-trade-bot,8670,6.9,Python,0,325,25,1665,False,sem co-autoria LLM e sem arquivos de config nos últimos 325 commits,3000-9999,2026-05-24T13:59:30Z,False
bridgecrewio/checkov,8741,6.5,Python,0,2500,2514,95712,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T13:57:43Z,False
bentoml/BentoML,8653,7.1,Python,1,4,276,51433,True,,3000-9999,2026-05-24T13:59:33Z,False
HypothesisWorks/hypothesis,8643,13.2,Python,0,2500,137,34770,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T13:59:42Z,False
bayesian-optimization/BayesianOptimization,8630,12.0,Python,0,424,11,3297,False,sem co-autoria LLM e sem arquivos de config nos últimos 424 commits,3000-9999,2026-05-24T14:01:03Z,False
pdm-project/pdm,8635,6.4,Python,1,40,131,18802,True,,3000-9999,2026-05-24T14:00:14Z,False
jd/tenacity,8615,9.8,Python,1,1,12,1549,True,,3000-9999,2026-05-24T14:01:20Z,False
MVIG-SJTU/AlphaPose,8563,8.4,Python,0,190,215,26359,False,sem co-autoria LLM e sem arquivos de config nos últimos 190 commits,3000-9999,2026-05-24T14:01:40Z,False
yandex/gixy,8560,9.2,Python,0,130,44,3476,False,sem co-autoria LLM e sem arquivos de config nos últimos 130 commits,3000-9999,2026-05-24T14:01:59Z,False
PantsuDango/Dango-Translator,8599,6.2,Python,0,1150,61,30423,False,sem co-autoria LLM e sem arquivos de config nos últimos 1150 commits,3000-9999,2026-05-24T14:01:31Z,False
houtianze/bypy,8541,12.4,Python,0,566,22,4913,False,sem co-autoria LLM e sem arquivos de config nos últimos 566 commits,3000-9999,2026-05-24T14:02:06Z,False
kellyjonbrazil/jc,8616,6.6,Python,0,2500,299,66863,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:01:13Z,False
vaexio/vaex,8506,11.7,Python,0,2500,259,55308,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:02:24Z,False
mopidy/mopidy,8501,16.4,Python,0,2500,82,9057,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:02:53Z,False
lawlite19/MachineLearning_Python,8499,9.6,Python,0,122,13,962,False,sem co-autoria LLM e sem arquivos de config nos últimos 122 commits,3000-9999,2026-05-24T14:04:04Z,False
getmoto/moto,8508,13.3,Python,0,2500,1476,418048,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:02:20Z,False
spesmilo/electrum,8488,13.8,Python,0,2500,315,94553,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:04:06Z,False
stamparm/maltrail,8464,11.5,Python,0,2500,74,5684,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:04:14Z,False
MIC-DKFZ/nnUNet,8456,7.1,Python,0,1903,191,14844,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:05:00Z,True
gelstudios/gitfiti,8430,13.1,Python,0,149,1,393,False,sem co-autoria LLM e sem arquivos de config nos últimos 149 commits,3000-9999,2026-05-24T14:05:59Z,False
patroni/patroni,8449,10.9,Python,0,2500,79,26015,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:05:36Z,False
jupyter/docker-stacks,8428,10.9,Python,1,6,44,1219,True,,3000-9999,2026-05-24T14:06:05Z,False
bottlesdevs/Bottles,8439,8.6,Python,0,2500,194,26181,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:05:55Z,False
kernc/backtesting.py,8408,7.4,Python,0,434,7,3151,False,sem co-autoria LLM e sem arquivos de config nos últimos 434 commits,3000-9999,2026-05-24T14:07:17Z,False
nl8590687/ASRT_SpeechRecognition,8371,9.2,Python,0,302,26,2652,False,sem co-autoria LLM e sem arquivos de config nos últimos 302 commits,3000-9999,2026-05-24T14:07:25Z,False
librosa/librosa,8416,13.6,Python,0,2500,41,23713,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:06:54Z,False
baowenbo/DAIN,8309,7.2,Python,0,192,85,5664,False,sem co-autoria LLM e sem arquivos de config nos últimos 192 commits,3000-9999,2026-05-24T14:08:08Z,False
TheKingOfDuck/fuzzDicts,8297,7.0,Python,0,194,22,1089,False,sem co-autoria LLM e sem arquivos de config nos últimos 194 commits,3000-9999,2026-05-24T14:08:16Z,False
django-commons/django-debug-toolbar,8363,17.7,Python,0,2500,60,4230,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:07:32Z,False
google-deepmind/pysc2,8294,8.8,Python,0,581,82,12721,False,sem co-autoria LLM e sem arquivos de config nos últimos 581 commits,3000-9999,2026-05-24T14:08:28Z,False
mherrmann/helium,8293,6.5,Python,0,210,14,2747,False,sem co-autoria LLM e sem arquivos de config nos últimos 210 commits,3000-9999,2026-05-24T14:08:47Z,False
rbgirshick/py-faster-rcnn,8284,10.7,Python,0,201,46,4362,False,sem co-autoria LLM e sem arquivos de config nos últimos 201 commits,3000-9999,2026-05-24T14:08:58Z,False
readthedocs/readthedocs.org,8354,15.8,Python,1,3,393,44679,True,,3000-9999,2026-05-24T14:07:38Z,False
XPixelGroup/BasicSR,8266,8.1,Python,0,517,127,15861,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:09:23Z,True
jupyterhub/jupyterhub,8290,12.0,Python,0,2500,74,22149,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:08:51Z,False
microsoft/presidio,8270,8.1,Python,1,10,226,20108,True,,3000-9999,2026-05-24T14:09:09Z,False
vietnh1009/ASCII-generator,8259,7.3,Python,0,8,7,495,False,sem co-autoria LLM e sem arquivos de config nos últimos 8 commits,3000-9999,2026-05-24T14:09:45Z,False
lukemelas/EfficientNet-PyTorch,8219,7.0,Python,0,162,15,2867,False,sem co-autoria LLM e sem arquivos de config nos últimos 162 commits,3000-9999,2026-05-24T14:10:46Z,False
utkuozbulak/pytorch-cnn-visualizations,8215,8.6,Python,0,180,17,1224,False,sem co-autoria LLM e sem arquivos de config nos últimos 180 commits,3000-9999,2026-05-24T14:10:54Z,False
graphql-python/graphene,8241,10.7,Python,0,1787,54,3203,False,sem co-autoria LLM e sem arquivos de config nos últimos 1787 commits,3000-9999,2026-05-24T14:10:11Z,False
lmcinnes/umap,8185,8.9,Python,1,95,13,9405,True,,3000-9999,2026-05-24T14:11:21Z,False
iGhibli/iOS-DeviceSupport,8227,9.1,Python,0,160,1,39,False,sem co-autoria LLM e sem arquivos de config nos últimos 160 commits,3000-9999,2026-05-24T14:10:21Z,False
jackzhenguo/python-small-examples,8140,6.5,Python,0,152,2,52,False,sem co-autoria LLM e sem arquivos de config nos últimos 152 commits,3000-9999,2026-05-24T14:12:33Z,False
Project-MONAI/MONAI,8194,6.6,Python,1,4,430,115866,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:11:03Z,True
reactive-python/reactpy,8138,7.3,Python,1,16,54,7117,True,,3000-9999,2026-05-24T14:12:41Z,False
py-why/dowhy,8121,8.0,Python,1,5,159,26577,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:12:51Z,True
hugsy/gef,8168,11.2,Python,0,2500,4,10868,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:12:28Z,False
ijl/orjson,8088,7.5,Python,0,774,8,118,False,sem co-autoria LLM e sem arquivos de config nos últimos 774 commits,3000-9999,2026-05-24T14:13:46Z,False
openatx/uiautomator2,8079,8.7,Python,1,8,47,7039,True,,3000-9999,2026-05-24T14:14:12Z,False
automl/auto-sklearn,8103,10.9,Python,0,2500,183,27602,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:13:33Z,False
jessevig/bertviz,8068,7.4,Python,0,309,25,9208,False,sem co-autoria LLM e sem arquivos de config nos últimos 309 commits,3000-9999,2026-05-24T14:14:39Z,False
shenweichen/DeepCTR,8035,8.6,Python,0,138,66,7182,False,sem co-autoria LLM e sem arquivos de config nos últimos 138 commits,3000-9999,2026-05-24T14:15:01Z,False
MagicStack/asyncpg,8026,9.9,Python,0,861,25,7930,False,sem co-autoria LLM e sem arquivos de config nos últimos 861 commits,3000-9999,2026-05-24T14:15:11Z,False
alex-damian/pulse,8008,6.0,Python,0,29,9,888,False,sem co-autoria LLM e sem arquivos de config nos últimos 29 commits,3000-9999,2026-05-24T14:15:36Z,False
PyCQA/bandit,8049,8.1,Python,0,1504,71,8752,False,sem co-autoria LLM e sem arquivos de config nos últimos 1504 commits,3000-9999,2026-05-24T14:14:59Z,False
docopt/docopt,8006,14.1,Python,0,449,4,1030,False,sem co-autoria LLM e sem arquivos de config nos últimos 449 commits,3000-9999,2026-05-24T14:15:44Z,False
openedx/openedx-platform,8105,13.0,Python,1,86,2310,273114,True,,3000-9999,2026-05-24T14:13:24Z,False
lanpa/tensorboardX,7989,9.0,Python,1,14,30,3137,True,,3000-9999,2026-05-24T14:16:31Z,False
jazzband/pip-tools,8003,13.7,Python,0,2500,32,4221,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:15:44Z,False
YelpArchive/elastalert,7998,11.5,Python,0,2082,17,6847,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:15:59Z,True
anishathalye/dotbot,7927,12.2,Python,0,391,21,1044,False,sem co-autoria LLM e sem arquivos de config nos últimos 391 commits,3000-9999,2026-05-24T14:16:54Z,False
brightmart/text_classification,7937,9.0,Python,0,325,95,13849,False,sem co-autoria LLM e sem arquivos de config nos últimos 325 commits,3000-9999,2026-05-24T14:16:54Z,False
derv82/wifite2,7851,11.0,Python,0,279,46,5366,False,sem co-autoria LLM e sem arquivos de config nos últimos 279 commits,3000-9999,2026-05-24T14:17:12Z,False
larsenwork/monoid,7961,11.1,Python,0,439,2,151,False,sem co-autoria LLM e sem arquivos de config nos últimos 439 commits,3000-9999,2026-05-24T14:16:50Z,False
jwyang/faster-rcnn.pytorch,7860,8.8,Python,0,614,77,5894,False,sem co-autoria LLM e sem arquivos de config nos últimos 614 commits,3000-9999,2026-05-24T14:17:08Z,False
wbt5/real-url,7804,6.7,Python,0,316,101,17807,False,sem co-autoria LLM e sem arquivos de config nos últimos 316 commits,3000-9999,2026-05-24T14:17:28Z,False
a1studmuffin/SpaceshipGenerator,7789,9.9,Python,0,40,3,701,False,sem co-autoria LLM e sem arquivos de config nos últimos 40 commits,3000-9999,2026-05-24T14:17:43Z,False
PyMySQL/PyMySQL,7837,14.8,Python,1,12,20,3519,True,,3000-9999,2026-05-24T14:17:23Z,False
pythonstock/stock,7751,8.9,Python,0,353,30,2533,False,sem co-autoria LLM e sem arquivos de config nos últimos 353 commits,3000-9999,2026-05-24T14:17:47Z,False
skywind3000/ECDICT,7724,9.2,Python,0,25,4,2840,False,sem co-autoria LLM e sem arquivos de config nos últimos 25 commits,3000-9999,2026-05-24T14:17:56Z,False
joerick/pyinstrument,7722,12.2,Python,0,1221,43,5002,False,sem co-autoria LLM e sem arquivos de config nos últimos 1221 commits,3000-9999,2026-05-24T14:18:00Z,False
stanfordnlp/stanza,7801,8.7,Python,0,2500,418,56696,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:17:29Z,False
smacke/ffsubsync,7714,7.2,Python,0,390,21,4336,False,sem co-autoria LLM e sem arquivos de config nos últimos 390 commits,3000-9999,2026-05-24T14:18:48Z,False
PaddlePaddle/ERNIE,7718,7.2,Python,0,630,188,57493,False,sem co-autoria LLM e sem arquivos de config nos últimos 630 commits,3000-9999,2026-05-24T14:18:35Z,False
NVlabs/SPADE,7710,7.2,Python,0,103,34,2354,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:18:59Z,True
PyGithub/PyGithub,7720,14.3,Python,0,2500,180,33369,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:18:12Z,False
donnemartin/gitsome,7676,10.1,Python,0,1015,209,51960,False,sem co-autoria LLM e sem arquivos de config nos últimos 1015 commits,3000-9999,2026-05-24T14:19:08Z,False
SirVer/ultisnips,7687,14.4,Python,0,1679,50,5659,False,sem co-autoria LLM e sem arquivos de config nos últimos 1679 commits,3000-9999,2026-05-24T14:19:03Z,False
hust-open-atom-club/linux-insides-zh,7668,10.7,Python,0,1464,1,51,False,sem co-autoria LLM e sem arquivos de config nos últimos 1464 commits,3000-9999,2026-05-24T14:19:39Z,False
MingchaoZhu/DeepLearning,7655,6.2,Python,0,27,10,3347,False,sem co-autoria LLM e sem arquivos de config nos últimos 27 commits,3000-9999,2026-05-24T14:20:20Z,False
nccgroup/ScoutSuite,7671,7.6,Python,0,2500,513,18360,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:19:33Z,False
polakowo/vectorbt,7666,8.5,Python,0,500,100,55920,False,sem co-autoria LLM e sem arquivos de config nos últimos 500 commits,3000-9999,2026-05-24T14:19:48Z,False
alteryx/featuretools,7649,8.7,Python,0,1380,293,19786,False,sem co-autoria LLM e sem arquivos de config nos últimos 1380 commits,3000-9999,2026-05-24T14:20:26Z,False
jdepoix/youtube-transcript-api,7619,8.1,Python,0,402,9,1288,False,sem co-autoria LLM e sem arquivos de config nos últimos 402 commits,3000-9999,2026-05-24T14:21:02Z,False
Rockyzsu/stock,7642,10.1,Python,0,747,152,13069,False,sem co-autoria LLM e sem arquivos de config nos últimos 747 commits,3000-9999,2026-05-24T14:20:53Z,False
Morizeyao/GPT2-Chinese,7600,7.0,Python,0,69,9,1722,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:21:15Z,True
arsenetar/dupeguru,7588,12.9,Python,0,2086,123,13408,False,sem co-autoria LLM e sem arquivos de config nos últimos 2086 commits,3000-9999,2026-05-24T14:21:17Z,False
pyca/cryptography,7601,12.8,Python,1,2093,107,12291,True,,3000-9999,2026-05-24T14:21:12Z,False
xingyizhou/CenterNet,7571,7.1,Python,0,51,80,8616,False,sem co-autoria LLM e sem arquivos de config nos últimos 51 commits,3000-9999,2026-05-24T14:22:39Z,False
hyperopt/hyperopt,7577,14.7,Python,0,1225,31,8435,False,sem co-autoria LLM e sem arquivos de config nos últimos 1225 commits,3000-9999,2026-05-24T14:22:15Z,False
boltgolt/howdy,7550,8.4,Python,0,592,31,3239,False,sem co-autoria LLM e sem arquivos de config nos últimos 592 commits,3000-9999,2026-05-24T14:22:46Z,False
AdnanHodzic/auto-cpufreq,7546,6.4,Python,1,1,17,3085,True,,3000-9999,2026-05-24T14:22:49Z,False
Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,7529,6.6,Python,0,189,78,7154,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:23:03Z,True
1adrianb/face-alignment,7515,8.7,Python,0,230,35,2330,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:23:16Z,True
msiemens/tinydb,7518,12.9,Python,0,731,10,1414,False,sem co-autoria LLM e sem arquivos de config nos últimos 731 commits,3000-9999,2026-05-24T14:23:08Z,False
kubernetes-client/python,7583,9.6,Python,0,2120,1762,580695,False,sem co-autoria LLM e sem arquivos de config nos últimos 2120 commits,3000-9999,2026-05-24T14:21:22Z,False
agronholm/apscheduler,7506,10.2,Python,0,1324,45,7045,False,sem co-autoria LLM e sem arquivos de config nos últimos 1324 commits,3000-9999,2026-05-24T14:23:26Z,False
HIPS/autograd,7493,11.5,Python,0,1540,44,3812,False,sem co-autoria LLM e sem arquivos de config nos últimos 1540 commits,3000-9999,2026-05-24T14:23:29Z,False
bndr/pipreqs,7453,11.1,Python,0,420,2,464,False,sem co-autoria LLM e sem arquivos de config nos últimos 420 commits,3000-9999,2026-05-24T14:24:02Z,False
eriklindernoren/PyTorch-YOLOv3,7440,8.0,Python,0,526,13,1433,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:24:08Z,True
burnash/gspread,7470,14.5,Python,0,2064,10,5412,False,sem co-autoria LLM e sem arquivos de config nos últimos 2064 commits,3000-9999,2026-05-24T14:23:59Z,False
mvdctop/Movie_Data_Capture,7394,7.0,Python,0,8,16,3818,False,sem co-autoria LLM e sem arquivos de config nos últimos 8 commits,3000-9999,2026-05-24T14:24:53Z,False
conda/conda,7406,13.6,Python,0,2500,190,46011,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:24:15Z,False
tensorlayer/TensorLayer,7389,10.0,Python,0,2500,112,25099,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:24:58Z,False
tkipf/gcn,7386,9.5,Python,0,42,8,518,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:26:13Z,True
Urinx/WeixinBot,7385,10.3,Python,0,142,17,3889,False,sem co-autoria LLM e sem arquivos de config nos últimos 142 commits,3000-9999,2026-05-24T14:26:18Z,False
Qiskit/qiskit,7402,9.2,Python,0,2500,709,121159,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:24:25Z,False
belluzj/fantasque-sans,7374,12.5,Python,0,211,3,285,False,sem co-autoria LLM e sem arquivos de config nos últimos 211 commits,3000-9999,2026-05-24T14:26:30Z,False
hacs/integration,7386,7.2,Python,1,111,68,6912,True,,3000-9999,2026-05-24T14:25:50Z,False
liangliangyy/DjangoBlog,7379,9.6,Python,1,345,134,12756,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:26:24Z,True
fchollet/deep-learning-models,7353,9.8,Python,0,22,10,2209,False,sem co-autoria LLM e sem arquivos de config nos últimos 22 commits,3000-9999,2026-05-24T14:27:04Z,False
facebookresearch/SlowFast,7365,6.8,Python,0,206,87,22482,False,sem co-autoria LLM e sem arquivos de config nos últimos 206 commits,3000-9999,2026-05-24T14:26:58Z,False
gorakhargosh/watchdog,7350,15.6,Python,0,1561,28,5314,False,sem co-autoria LLM e sem arquivos de config nos últimos 1561 commits,3000-9999,2026-05-24T14:27:14Z,False
persepolisdm/persepolis,7353,9.9,Python,0,1612,59,48579,False,sem co-autoria LLM e sem arquivos de config nos últimos 1612 commits,3000-9999,2026-05-24T14:27:07Z,False
awslabs/aws-shell,7344,10.7,Python,0,235,23,1999,False,sem co-autoria LLM e sem arquivos de config nos últimos 235 commits,3000-9999,2026-05-24T14:27:54Z,False
axi0mX/ipwndfu,7339,9.1,Python,0,76,29,5401,False,sem co-autoria LLM e sem arquivos de config nos últimos 76 commits,3000-9999,2026-05-24T14:27:59Z,False
python-visualization/folium,7367,13.0,Python,0,2127,48,8176,False,sem co-autoria LLM e sem arquivos de config nos últimos 2127 commits,3000-9999,2026-05-24T14:26:53Z,False
Kaggle/kaggle-cli,7328,8.3,Python,0,453,11,8889,False,sem co-autoria LLM e sem arquivos de config nos últimos 453 commits,3000-9999,2026-05-24T14:28:02Z,False
Yelp/dumb-init,7280,10.8,Python,0,364,1,102,False,sem co-autoria LLM e sem arquivos de config nos últimos 364 commits,3000-9999,2026-05-24T14:28:18Z,False
luyishisi/Anti-Anti-Spider,7295,9.5,Python,0,152,192,11503,False,sem co-autoria LLM e sem arquivos de config nos últimos 152 commits,3000-9999,2026-05-24T14:28:12Z,False
bup/bup,7319,13.7,Python,0,2500,82,15181,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:28:04Z,False
python-trio/trio,7272,9.4,Python,0,1700,135,31733,False,sem co-autoria LLM e sem arquivos de config nos últimos 1700 commits,3000-9999,2026-05-24T14:28:30Z,False
marshmallow-code/marshmallow,7240,12.5,Python,0,1300,15,4060,False,sem co-autoria LLM e sem arquivos de config nos últimos 1300 commits,3000-9999,2026-05-24T14:28:46Z,False
Mailu/Mailu,7226,10.4,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:24Z,False
amoffat/sh,7237,14.4,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:13Z,False
kennethreitz/records,7222,11.4,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:25Z,False
mher/flower,7180,13.9,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:25Z,False
docker/docker-py,7182,13.0,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:25Z,False
mwouts/jupytext,7176,7.9,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:25Z,False
lbryio/lbry-sdk,7176,10.8,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:26Z,False
tgalal/yowsup,7172,13.6,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:26Z,False
pypa/hatch,7164,9.0,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:26Z,False
ranaroussi/quantstats,7161,7.1,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:27Z,False
sammchardy/python-binance,7161,8.8,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:27Z,False
home-assistant/operating-system,7142,8.4,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:27Z,False
jarun/buku,7136,10.6,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:28Z,False
PyQt5/PyQt,7133,9.2,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:28Z,False
qqwweee/keras-yolo3,7119,8.1,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:28Z,False
wzpan/wukong-robot,7118,7.4,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T14:29:29Z,False
vt-vl-lab/3d-photo-inpainting,7073,6.1,Python,0,89,10,5572,False,sem co-autoria LLM e sem arquivos de config nos últimos 89 commits,3000-9999,2026-05-24T14:29:30Z,False
corpnewt/gibMacOS,7093,7.7,Python,0,286,10,3329,False,sem co-autoria LLM e sem arquivos de config nos últimos 286 commits,3000-9999,2026-05-24T14:29:29Z,False
schollz/howmanypeoplearearound,7062,9.0,Python,0,123,7,152910,False,sem co-autoria LLM e sem arquivos de config nos últimos 123 commits,3000-9999,2026-05-24T14:29:37Z,False
scikit-learn-contrib/imbalanced-learn,7104,11.8,Python,0,902,59,11416,False,sem co-autoria LLM e sem arquivos de config nos últimos 902 commits,3000-9999,2026-05-24T14:29:29Z,False
princewen/tensorflow_practice,7008,8.3,Python,0,114,327,29360,False,sem co-autoria LLM e sem arquivos de config nos últimos 114 commits,3000-9999,2026-05-24T14:30:00Z,False
feast-dev/feast,7050,7.5,Python,1,24,558,91679,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:29:39Z,True
guardicore/monkey,7004,10.7,Python,0,2500,387,16654,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:30:32Z,False
inventree/InvenTree,7014,9.2,Python,1,40,398,88947,True,,3000-9999,2026-05-24T14:29:45Z,False
Jrohy/multi-v2ray,6989,8.1,Python,0,806,27,3190,False,sem co-autoria LLM e sem arquivos de config nos últimos 806 commits,3000-9999,2026-05-24T14:32:02Z,False
OpenNMT/OpenNMT-py,7001,9.3,Python,0,2500,130,26235,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:31:37Z,False
apache/caldera,6987,8.5,Python,1,37,124,11751,True,,3000-9999,2026-05-24T14:32:04Z,False
deeppavlov/DeepPavlov,6984,8.5,Python,0,2500,208,20256,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:32:25Z,True
pdfminer/pdfminer.six,6977,11.7,Python,0,1038,43,19349,False,sem co-autoria LLM e sem arquivos de config nos últimos 1038 commits,3000-9999,2026-05-24T14:33:07Z,False
taobao/nginx-book,6973,13.4,Python,0,257,14,653,False,sem co-autoria LLM e sem arquivos de config nos últimos 257 commits,3000-9999,2026-05-24T14:33:39Z,False
RsaCtfTool/RsaCtfTool,6955,11.2,Python,0,572,87,6768,False,sem co-autoria LLM e sem arquivos de config nos últimos 572 commits,3000-9999,2026-05-24T14:33:48Z,False
onionshare/onionshare,6974,12.0,Python,0,2500,58,13999,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:33:15Z,False
PyCQA/isort,6945,12.7,Python,1,43,50,10257,True,,3000-9999,2026-05-24T14:34:11Z,False
flask-restful/flask-restful,6920,13.6,Python,0,837,12,1581,False,sem co-autoria LLM e sem arquivos de config nos últimos 837 commits,3000-9999,2026-05-24T14:35:21Z,False
NVIDIA/pix2pixHD,6918,8.5,Python,0,41,27,1895,False,sem co-autoria LLM e sem arquivos de config nos últimos 41 commits,3000-9999,2026-05-24T14:35:44Z,False
Ultimaker/Cura,6967,11.9,Python,1,70,542,58396,True,,3000-9999,2026-05-24T14:33:41Z,False
PaddlePaddle/models,6943,9.1,Python,0,2500,405,67832,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:34:35Z,False
hhyo/Archery,6895,7.7,Python,1,15,150,40564,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:36:25Z,True
hugapi/hug,6890,10.9,Python,0,2415,42,4861,False,sem co-autoria LLM e sem arquivos de config nos últimos 2415 commits,3000-9999,2026-05-24T14:36:29Z,False
EZFNDEV/EZFN-Lobbybot,6869,6.4,Python,0,94,1,6,False,sem co-autoria LLM e sem arquivos de config nos últimos 94 commits,3000-9999,2026-05-24T14:37:33Z,False
flwrlabs/flower,6914,6.3,Python,1,50,1046,124633,True,,3000-9999,2026-05-24T14:35:53Z,False
