repository,stars,age_years,primary_language,llm_coauthor_commits,commits_scanned,python_file_count,total_sloc,eligible,rejection_reason,star_bucket,scanned_at,has_ai_config
websocket-client/websocket-client,3702,15.4,Python,0,1297,17,3610,False,sem co-autoria LLM e sem arquivos de config nos últimos 1297 commits,3000-9999,2026-05-24T17:15:31Z,False
octodns/octodns,3698,9.2,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T17:16:08Z,False
jmcarp/robobrowser,3696,12.3,Python,0,103,12,1084,False,sem co-autoria LLM e sem arquivos de config nos últimos 103 commits,3000-9999,2026-05-24T17:16:11Z,False
rembo10/headphones,3729,15.0,Python,0,2500,934,235034,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:13:59Z,False
williamleif/GraphSAGE,3696,9.0,Python,0,59,16,2283,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T17:16:34Z,True
facebookresearch/ReAgent,3702,8.8,Python,0,1867,347,37194,False,sem co-autoria LLM e sem arquivos de config nos últimos 1867 commits,3000-9999,2026-05-24T17:15:39Z,False
cleardusk/3DDFA,3680,7.9,Python,0,177,29,2084,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T17:16:42Z,True
miso-belica/sumy,3688,13.3,Python,0,499,42,2498,False,sem co-autoria LLM e sem arquivos de config nos últimos 499 commits,3000-9999,2026-05-24T17:16:40Z,False
maxcountryman/flask-login,3680,14.2,Python,0,548,8,831,False,sem co-autoria LLM e sem arquivos de config nos últimos 548 commits,3000-9999,2026-05-24T17:16:54Z,False
Belval/TextRecognitionDataGenerator,3675,8.9,Python,0,156,16,3391,False,sem co-autoria LLM e sem arquivos de config nos últimos 156 commits,3000-9999,2026-05-24T17:16:57Z,False
canonical/cloud-init,3696,11.6,Python,0,2500,270,55488,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:16:15Z,False
mesa/mesa,3661,11.7,Python,0,2500,56,11981,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:17:37Z,False
endernewton/tf-faster-rcnn,3656,9.3,Python,0,319,43,3807,False,sem co-autoria LLM e sem arquivos de config nos últimos 319 commits,3000-9999,2026-05-24T17:18:45Z,False
charlesq34/pointnet2,3654,8.7,Python,0,51,36,4848,False,sem co-autoria LLM e sem arquivos de config nos últimos 51 commits,3000-9999,2026-05-24T17:18:55Z,False
pyvista/pyvista,3671,9.0,Python,1,548,167,107058,True,,3000-9999,2026-05-24T17:17:24Z,False
skorokithakis/catt,3652,10.1,Python,0,436,11,2345,False,sem co-autoria LLM e sem arquivos de config nos últimos 436 commits,3000-9999,2026-05-24T17:18:59Z,False
yangwohenmai/LSTM,3651,7.6,Python,0,196,89,5985,False,sem co-autoria LLM e sem arquivos de config nos últimos 196 commits,3000-9999,2026-05-24T17:19:06Z,False
seisman/how-to-write-makefile,3641,12.2,Python,0,126,1,70,False,sem co-autoria LLM e sem arquivos de config nos últimos 126 commits,3000-9999,2026-05-24T17:19:14Z,False
swar/nba_api,3643,7.7,Python,0,479,211,38015,False,sem co-autoria LLM e sem arquivos de config nos últimos 479 commits,3000-9999,2026-05-24T17:19:11Z,False
rawpython/remi,3641,12.2,Python,0,1408,18,9623,False,sem co-autoria LLM e sem arquivos de config nos últimos 1408 commits,3000-9999,2026-05-24T17:19:19Z,False
gaubert/gmvault,3639,14.4,Python,0,1097,53,11438,False,sem co-autoria LLM e sem arquivos de config nos últimos 1097 commits,3000-9999,2026-05-24T17:19:28Z,False
lucasjinreal/tensorflow_poems,3637,9.2,Python,0,22,7,382,False,sem co-autoria LLM e sem arquivos de config nos últimos 22 commits,3000-9999,2026-05-24T17:19:56Z,False
rlcode/reinforcement-learning,3638,9.4,Python,0,270,14,1689,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T17:19:56Z,True
spotify/chartify,3633,7.7,Python,0,235,13,6013,False,sem co-autoria LLM e sem arquivos de config nos últimos 235 commits,3000-9999,2026-05-24T17:20:06Z,False
the-moonwitch/Cozette,3630,6.3,Python,0,353,6,688,False,sem co-autoria LLM e sem arquivos de config nos últimos 353 commits,3000-9999,2026-05-24T17:20:18Z,False
pallets/quart,3633,8.5,Python,0,1173,29,5929,False,sem co-autoria LLM e sem arquivos de config nos últimos 1173 commits,3000-9999,2026-05-24T17:20:06Z,False
LandGrey/pydictor,3627,9.8,Python,0,100,70,3945,False,sem co-autoria LLM e sem arquivos de config nos últimos 100 commits,3000-9999,2026-05-24T17:20:33Z,False
derv82/wifite,3625,14.3,Python,0,153,1,2800,False,sem co-autoria LLM e sem arquivos de config nos últimos 153 commits,3000-9999,2026-05-24T17:20:37Z,False
mgsalem/Tensorflow-Project-Template,3619,8.3,Python,0,100,13,252,False,sem co-autoria LLM e sem arquivos de config nos últimos 100 commits,3000-9999,2026-05-24T17:20:43Z,False
pandas-dev/pandas,48833,15.8,Python,1,530,372,216659,True,,10000-49999,2026-05-24T17:20:47Z,False
pgadmin-org/pgadmin4,3623,9.3,Python,0,2500,314,105436,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:20:40Z,False
coqui-ai/TTS,45385,6.0,Python,0,2500,346,55478,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:22:24Z,True
apache/airflow,45515,11.1,Python,1,141,3347,471812,True,,10000-49999,2026-05-24T17:22:18Z,False
streamlit/streamlit,44695,6.8,Python,1,4,775,125523,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:23:42Z,True
mitmproxy/mitmproxy,43660,16.3,Python,1,74,260,39758,True,,10000-49999,2026-05-24T17:26:00Z,False
getsentry/sentry,43954,15.7,Python,1,55,4555,584248,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:24:53Z,True
deepspeedai/DeepSpeed,42389,6.3,Python,1,23,721,87782,True,,10000-49999,2026-05-24T17:27:48Z,False
ray-project/ray,42643,9.6,Python,1,30,2417,485427,True,,10000-49999,2026-05-24T17:27:22Z,False
apachecn/ailearning,42279,9.2,Python,0,243,138,16732,False,sem co-autoria LLM e sem arquivos de config nos últimos 243 commits,10000-49999,2026-05-24T17:30:29Z,False
mingrammer/diagrams,42297,6.3,Python,1,6,261,7520,True,,10000-49999,2026-05-24T17:30:24Z,False
psf/black,41523,8.2,Python,1,29,59,99147,True,,10000-49999,2026-05-24T17:30:52Z,False
vnpy/vnpy,40880,11.2,Python,0,2500,60,9770,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:31:02Z,False
mindsdb/minds-platform,39207,7.8,Python,1,110,536,69285,True,,10000-49999,2026-05-24T17:31:59Z,False
ManimCommunity/manim,38610,6.0,Python,0,2500,169,59375,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:32:42Z,False
httpie/cli,38174,14.3,Python,0,1797,86,8158,False,sem co-autoria LLM e sem arquivos de config nos últimos 1797 commits,10000-49999,2026-05-24T17:33:42Z,False
sqlmapproject/sqlmap,37464,13.9,Python,0,2500,488,61086,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:34:08Z,False
hankcs/HanLP,36320,11.6,Python,0,1500,467,45294,False,sem co-autoria LLM e sem arquivos de config nos últimos 1500 commits,10000-49999,2026-05-24T17:34:29Z,False
jax-ml/jax,35685,7.6,Python,1,2153,681,245676,True,,10000-49999,2026-05-24T17:35:26Z,False
fxsjy/jieba,34972,13.7,Python,0,523,24,192910,False,sem co-autoria LLM e sem arquivos de config nos últimos 523 commits,10000-49999,2026-05-24T17:37:02Z,False
geekcomputers/Python,35031,14.5,Python,0,2500,767,43188,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:36:50Z,True
frappe/erpnext,34928,15.0,Python,0,2500,2564,260116,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:37:48Z,False
facebookresearch/detectron2,34495,6.7,Python,0,1560,416,51651,False,sem co-autoria LLM e sem arquivos de config nos últimos 1560 commits,10000-49999,2026-05-24T17:39:57Z,False
PostHog/posthog,34668,6.3,Python,1,177,4459,774232,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:38:15Z,True
python-poetry/poetry,34292,8.2,Python,1,42,169,17606,True,,10000-49999,2026-05-24T17:40:46Z,False
fo40225/tensorflow-windows-wheel,3673,8.4,Python,0,0,1,317,False,sem co-autoria LLM e sem arquivos de config nos últimos 0 commits,3000-9999,2026-05-24T17:17:10Z,False
shadowsocks/shadowsocks,33593,14.1,Python,0,1,0,0,False,sem co-autoria LLM e sem arquivos de config nos últimos 1 commits,10000-49999,2026-05-24T17:42:32Z,False
ocrmypdf/OCRmyPDF,33694,12.4,Python,0,2500,87,15892,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:41:47Z,False
explosion/spaCy,33607,11.9,Python,0,2500,522,87686,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:42:09Z,False
XX-net/XX-Net,33461,11.4,Python,0,2500,396,98082,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:42:33Z,False
certbot/certbot,33046,11.5,Python,0,2500,226,31145,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:42:52Z,False
nicolargo/glances,32625,14.5,Python,1,86,169,22806,True,,10000-49999,2026-05-24T17:43:48Z,False
open-mmlab/mmdetection,32714,7.8,Python,0,2500,1686,168110,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:43:31Z,False
eriklindernoren/ML-From-Scratch,31522,9.3,Python,0,374,46,3590,False,sem co-autoria LLM e sem arquivos de config nos últimos 374 commits,10000-49999,2026-05-24T17:44:58Z,False
numpy/numpy,32086,15.7,Python,1,405,229,100531,True,,10000-49999,2026-05-24T17:44:08Z,False
tqdm/tqdm,31168,11.0,Python,0,2036,33,3701,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:45:05Z,True
Lightning-AI/pytorch-lightning,31151,7.2,Python,1,20,271,40941,True,,10000-49999,2026-05-24T17:45:10Z,False
trailofbits/algo,30242,10.0,Python,1,156,6,911,True,,10000-49999,2026-05-24T17:45:57Z,False
jumpserver/jumpserver,30490,11.9,Python,0,2500,1205,74698,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:45:26Z,True
AtsushiSakai/PythonRobotics,29599,10.2,Python,1,37,164,24596,True,,10000-49999,2026-05-24T17:46:32Z,False
encode/django-rest-framework,30028,15.2,Python,1,32,68,11644,True,,10000-49999,2026-05-24T17:46:31Z,False
JaidedAI/EasyOCR,29506,6.2,Python,0,300,76,11719,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:46:50Z,True
donnemartin/data-science-ipython-notebooks,29121,11.3,Python,0,543,49,5215,False,sem co-autoria LLM e sem arquivos de config nos últimos 543 commits,10000-49999,2026-05-24T17:47:45Z,False
python-telegram-bot/python-telegram-bot,29163,10.9,Python,1,167,231,68104,True,,10000-49999,2026-05-24T17:47:32Z,False
d2l-ai/d2l-en,28894,7.6,Python,0,2500,9,8744,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:47:57Z,False
deepinsight/insightface,28784,8.7,Python,0,2433,941,140086,False,sem co-autoria LLM e sem arquivos de config nos últimos 2433 commits,10000-49999,2026-05-24T17:48:03Z,False
Ebazhanov/linkedin-skill-assessments-quizzes,28753,6.9,Python,0,2500,3,199,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:48:47Z,False
521xueweihan/GitHub520,28733,6.0,Python,0,2500,3,226,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:49:16Z,False
deezer/spleeter,28223,6.7,Python,0,540,22,3010,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:50:05Z,True
google/python-fire,28197,9.3,Python,0,355,46,7919,False,sem co-autoria LLM e sem arquivos de config nos últimos 355 commits,10000-49999,2026-05-24T17:50:20Z,False
celery/celery,28524,17.1,Python,1,74,335,73748,True,,10000-49999,2026-05-24T17:49:18Z,False
pydantic/pydantic,27843,9.1,Python,0,2500,111,46370,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:50:20Z,False
microsoft/cascadia-code,27697,6.9,Python,0,209,2,800,False,sem co-autoria LLM e sem arquivos de config nos últimos 209 commits,10000-49999,2026-05-24T17:50:31Z,False
locustio/locust,27814,15.3,Python,0,2500,53,9902,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:50:30Z,False
littlecodersh/ItChat,26464,10.4,Python,0,188,17,2742,False,sem co-autoria LLM e sem arquivos de config nos últimos 188 commits,10000-49999,2026-05-24T17:51:43Z,False
WZMIAOMIAO/deep-learning-for-image-processing,26239,6.5,Python,0,1330,484,51899,False,sem co-autoria LLM e sem arquivos de config nos últimos 1330 commits,10000-49999,2026-05-24T17:51:49Z,False
walter201230/Python,26107,9.0,Python,0,237,1,71,False,sem co-autoria LLM e sem arquivos de config nos últimos 237 commits,10000-49999,2026-05-24T17:52:28Z,False
ArchiveBox/ArchiveBox,27532,9.1,Python,1,239,155,33819,True,,10000-49999,2026-05-24T17:51:35Z,False
ungoogled-software/ungoogled-chromium,26705,11.0,Python,0,2380,30,4108,False,sem co-autoria LLM e sem arquivos de config nos últimos 2380 commits,10000-49999,2026-05-24T17:51:36Z,False
matterport/Mask_RCNN,25557,8.6,Python,0,203,11,4293,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:52:47Z,True
keon/algorithms,25451,9.5,Python,1,76,404,21502,True,,10000-49999,2026-05-24T17:53:09Z,False
ycm-core/YouCompleteMe,25908,14.1,Python,0,2500,35,4176,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:52:44Z,False
junyanz/pytorch-CycleGAN-and-pix2pix,25141,9.1,Python,0,535,36,2902,False,sem co-autoria LLM e sem arquivos de config nos últimos 535 commits,10000-49999,2026-05-24T17:53:53Z,False
mlflow/mlflow,26082,8.0,Python,1,167,1215,260584,True,,10000-49999,2026-05-24T17:52:35Z,False
zulip/zulip,25265,10.7,Python,0,2500,890,150687,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:53:42Z,False
pypa/pipenv,25074,9.3,Python,1,4,574,167669,True,,10000-49999,2026-05-24T17:54:08Z,False
kovidgoyal/calibre,24897,13.0,Python,0,2500,1481,416377,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:54:39Z,False
cookiecutter/cookiecutter,24894,12.9,Python,0,2500,19,2143,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:55:21Z,False
pytorch/examples,23903,9.8,Python,0,835,92,8352,False,sem co-autoria LLM e sem arquivos de config nos últimos 835 commits,10000-49999,2026-05-24T17:56:08Z,False
spotDL/spotify-downloader,24893,9.9,Python,1,16,61,10952,True,,10000-49999,2026-05-24T17:55:22Z,False
Delgan/loguru,23887,8.8,Python,0,1029,19,4576,False,sem co-autoria LLM e sem arquivos de config nos últimos 1029 commits,10000-49999,2026-05-24T17:56:26Z,False
jhao104/proxy_pool,23360,9.5,Python,0,661,27,1678,False,sem co-autoria LLM e sem arquivos de config nos últimos 661 commits,10000-49999,2026-05-24T17:56:54Z,False
ranaroussi/yfinance,23796,9.0,Python,0,1796,35,10236,False,sem co-autoria LLM e sem arquivos de config nos últimos 1796 commits,10000-49999,2026-05-24T17:56:32Z,False
Vonng/ddia,23061,8.3,Python,1,1,4,382,True,,10000-49999,2026-05-24T17:57:19Z,False
pyg-team/pytorch_geometric,23781,8.6,Python,1,143,735,98338,True,,10000-49999,2026-05-24T17:56:46Z,False
sebastianruder/NLP-progress,22963,7.9,Python,0,805,1,338,False,sem co-autoria LLM e sem arquivos de config nos últimos 805 commits,10000-49999,2026-05-24T17:57:52Z,False
timqian/chinese-independent-blogs,23255,6.6,Python,0,2500,3,141,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T17:57:11Z,False
emmabostian/developer-portfolios,22866,6.7,Python,1,2,6,723,True,,10000-49999,2026-05-24T17:58:14Z,False
matplotlib/matplotlib,22829,15.3,Python,1,554,256,129184,True,,10000-49999,2026-05-24T17:58:34Z,False
saleor/saleor,22922,13.3,Python,1,411,1139,167937,True,,10000-49999,2026-05-24T17:58:14Z,False
serengil/deepface,22816,6.3,Python,0,2122,83,12838,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T17:59:23Z,True
magic-wormhole/magic-wormhole,22629,11.3,Python,0,2368,56,10224,False,sem co-autoria LLM e sem arquivos de config nos últimos 2368 commits,10000-49999,2026-05-24T17:59:52Z,False
tornadoweb/tornado,22183,16.7,Python,0,2500,58,19790,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T18:00:21Z,False
PrefectHQ/prefect,22456,7.9,Python,1,2,1092,254391,True,,10000-49999,2026-05-24T17:59:57Z,False
chriskiehl/Gooey,21894,12.4,Python,0,745,101,6739,False,sem co-autoria LLM e sem arquivos de config nos últimos 745 commits,10000-49999,2026-05-24T18:01:33Z,False
wistbean/learn_python3_spider,21704,7.1,Python,0,88,26,808,False,sem co-autoria LLM e sem arquivos de config nos últimos 88 commits,10000-49999,2026-05-24T18:01:56Z,False
microsoft/unilm,22133,6.8,Python,0,1247,2893,474697,False,sem co-autoria LLM e sem arquivos de config nos últimos 1247 commits,10000-49999,2026-05-24T18:01:06Z,False
jina-ai/serve,21870,6.3,Python,0,2500,206,34590,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T18:01:40Z,False
mementum/backtrader,21665,11.4,Python,0,2404,262,31451,False,sem co-autoria LLM e sem arquivos de config nos últimos 2404 commits,10000-49999,2026-05-24T18:02:08Z,False
huggingface/datasets,21534,6.2,Python,1,164,138,37726,True,,10000-49999,2026-05-24T18:03:11Z,False
goauthentik/authentik,21619,6.4,Python,1,236,1117,76095,True,,10000-49999,2026-05-24T18:02:33Z,False
RasaHQ/rasa,21176,9.6,Python,0,2500,311,66221,True,elegível via arquivo de configuração de IA (.cursor/.aider),10000-49999,2026-05-24T18:03:21Z,True
python/mypy,20443,13.5,Python,0,2500,349,124118,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T18:04:49Z,False
netbox-community/netbox,20610,10.2,Python,0,2500,738,224059,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,10000-49999,2026-05-24T18:04:33Z,False
onnx/onnx,20875,8.7,Python,1,3,278,18154,True,,10000-49999,2026-05-24T18:04:30Z,False
facebook/prophet,20191,9.5,Python,0,850,19,4267,False,sem co-autoria LLM e sem arquivos de config nos últimos 850 commits,10000-49999,2026-05-24T18:06:34Z,False
nginx-proxy/nginx-proxy,19839,12.1,Python,0,1672,0,0,False,sem co-autoria LLM e sem arquivos de config nos últimos 1672 commits,10000-49999,2026-05-24T18:06:45Z,False
akfamily/akshare,19650,6.6,Python,0,837,405,91263,False,sem co-autoria LLM e sem arquivos de config nos últimos 837 commits,10000-49999,2026-05-24T18:07:32Z,False
Jack-Cherish/python-spider,19630,9.1,Python,0,339,51,5347,False,sem co-autoria LLM e sem arquivos de config nos últimos 339 commits,10000-49999,2026-05-24T18:08:04Z,False
wagtail/wagtail,20333,12.3,Python,1,169,613,65121,True,,10000-49999,2026-05-24T18:06:28Z,False
