Repositorio,Status,Tamanho_Arquivos,Tamanho_Linhas_Adicionadas,Tamanho_Linhas_Removidas,Tempo_Analise_Horas,Descricao_Caracteres,Interacoes_Participantes,Interacoes_Comentarios,Revisoes
Comfy-Org/ComfyUI,MERGED,2,634,29,35.13,397,2,1,2
Comfy-Org/ComfyUI,CLOSED,11,1829,2,99.02,176,2,2,6
Comfy-Org/ComfyUI,MERGED,3,42,36,12.55,497,2,1,1
Comfy-Org/ComfyUI,MERGED,8,8,12,337.12,473,3,1,6
Comfy-Org/ComfyUI,CLOSED,2,22,11,122.74,1663,2,2,1
Comfy-Org/ComfyUI,MERGED,1,128,43,311.8,397,2,1,2
Comfy-Org/ComfyUI,MERGED,4,112,0,396.83,2379,2,1,3
Comfy-Org/ComfyUI,CLOSED,86,15422,83,2.13,578,2,0,1
Comfy-Org/ComfyUI,MERGED,1,1,1,328.94,656,2,1,1
Comfy-Org/ComfyUI,MERGED,2,11,3,5.92,656,5,4,1
Comfy-Org/ComfyUI,MERGED,6,601,1,474.63,331,4,5,11
Comfy-Org/ComfyUI,CLOSED,2,10,3,10.94,396,3,2,2
Comfy-Org/ComfyUI,MERGED,7,680,11,419.39,1875,3,2,6
Comfy-Org/ComfyUI,CLOSED,1,19,1,501.42,1231,2,2,1
Comfy-Org/ComfyUI,MERGED,1,1,1,1.09,1076,2,2,1
Comfy-Org/ComfyUI,CLOSED,3,192,0,3.54,0,3,2,1
Comfy-Org/ComfyUI,MERGED,1,22,22,3.65,1019,3,1,2
Comfy-Org/ComfyUI,MERGED,63,6893,386,9.45,1441,2,1,1
Comfy-Org/ComfyUI,MERGED,2,7,4,3.07,346,2,1,1
Comfy-Org/ComfyUI,MERGED,1,10,2,32.57,527,2,1,1
Comfy-Org/ComfyUI,MERGED,1,1,1,1.65,473,2,2,1
Comfy-Org/ComfyUI,MERGED,1,1,1,1.07,749,2,2,1
Comfy-Org/ComfyUI,MERGED,1,1,0,1.03,397,2,1,2
Comfy-Org/ComfyUI,MERGED,9,61,43,33.96,1758,2,1,2
Comfy-Org/ComfyUI,MERGED,1,4,4,2.63,75,3,1,3
Comfy-Org/ComfyUI,MERGED,1,32,6,680.27,1068,3,1,6
Comfy-Org/ComfyUI,MERGED,1,10,0,30.32,1045,2,1,1
Comfy-Org/ComfyUI,MERGED,5,200,1,23.03,614,4,1,10
Comfy-Org/ComfyUI,MERGED,1,1,1,1.41,218,4,2,1
Comfy-Org/ComfyUI,MERGED,1,36,7,1.84,1169,2,1,4
Comfy-Org/ComfyUI,MERGED,2,52,2,295.51,956,3,1,6
Comfy-Org/ComfyUI,MERGED,3,59,16,37.13,432,2,1,3
Comfy-Org/ComfyUI,MERGED,1,3,0,1.16,0,1,1,1
Comfy-Org/ComfyUI,MERGED,3,126,0,33.96,1013,8,11,1
Comfy-Org/ComfyUI,MERGED,1,1,1,90.43,274,5,2,3
Comfy-Org/ComfyUI,MERGED,3,92,26,10.9,3293,2,1,7
Comfy-Org/ComfyUI,MERGED,1,12,1,21.04,453,2,1,1
Comfy-Org/ComfyUI,CLOSED,7,85,10,27.3,2774,2,2,1
Comfy-Org/ComfyUI,CLOSED,1,4,4,3.08,261,1,2,1
Comfy-Org/ComfyUI,MERGED,6,54,5,222.05,695,4,1,15
Comfy-Org/ComfyUI,MERGED,2,334,0,49.61,397,2,1,1
Comfy-Org/ComfyUI,MERGED,3,203,0,155.97,1439,4,1,2
Comfy-Org/ComfyUI,MERGED,2,15,3,7.87,425,2,1,2
Comfy-Org/ComfyUI,MERGED,1,1,1,12.68,0,4,3,1
Comfy-Org/ComfyUI,CLOSED,1,2,0,405.4,990,2,2,3
Comfy-Org/ComfyUI,MERGED,1,79,97,14.42,1779,2,1,3
Comfy-Org/ComfyUI,MERGED,2,38,7,15.64,7596,2,1,1
Comfy-Org/ComfyUI,MERGED,5,36,10,126.69,342,6,7,1
Comfy-Org/ComfyUI,MERGED,1,10,2,20.84,2083,4,1,1
Comfy-Org/ComfyUI,CLOSED,26,350,110,6.5,480,1,1,1
Comfy-Org/ComfyUI,MERGED,7,258,50,10.19,8426,3,4,8
Comfy-Org/ComfyUI,MERGED,1,1,1,4.8,539,4,2,2
Comfy-Org/ComfyUI,MERGED,7,874,93,1.36,31,2,1,6
Comfy-Org/ComfyUI,MERGED,1,1,1,1.69,928,2,2,1
Comfy-Org/ComfyUI,MERGED,4,115,0,53.9,510,3,6,7
Comfy-Org/ComfyUI,MERGED,1,29,6,3.32,0,1,1,2
Comfy-Org/ComfyUI,MERGED,1,7,2,27.54,943,3,1,6
Comfy-Org/ComfyUI,MERGED,1,3,0,6.73,10203,2,1,3
Comfy-Org/ComfyUI,MERGED,27,1209,321,157.93,1083,2,1,30
Comfy-Org/ComfyUI,MERGED,1,1,1,4.48,440,2,2,1
Comfy-Org/ComfyUI,CLOSED,4,65,5,1052.06,94,2,2,4
Comfy-Org/ComfyUI,MERGED,3,474,1,58.88,397,3,1,6
Comfy-Org/ComfyUI,MERGED,7,27,8,38.64,1563,2,1,1
Comfy-Org/ComfyUI,MERGED,14,764,14,436.92,2299,2,1,12
Comfy-Org/ComfyUI,MERGED,2,11,4,76.55,1400,2,3,3
Comfy-Org/ComfyUI,MERGED,1,1,1,267.98,1852,4,2,1
Comfy-Org/ComfyUI,MERGED,1,27,20,5.8,397,2,1,4
Comfy-Org/ComfyUI,MERGED,2,122,0,256.58,2046,2,2,1
Comfy-Org/ComfyUI,MERGED,2,3,3,169.7,166,4,1,3
Comfy-Org/ComfyUI,MERGED,2,4,0,3.18,397,2,1,1
Comfy-Org/ComfyUI,CLOSED,1,31,26,11.98,1320,3,2,5
Comfy-Org/ComfyUI,MERGED,8,496842,29,507.8,348,12,15,3
Comfy-Org/ComfyUI,MERGED,1,1,1,303.92,510,3,1,1
rust-lang/rust,MERGED,3,11,14,8.45,682,3,2,1
rust-lang/rust,MERGED,5,27,35,10.68,216,4,4,1
rust-lang/rust,MERGED,1,0,1,12.31,758,6,5,2
rust-lang/rust,MERGED,16,160,106,14.7,1001,3,3,3
rust-lang/rust,MERGED,1,1,1,16.32,816,4,2,1
rust-lang/rust,MERGED,1,0,2,17.13,177,4,2,1
rust-lang/rust,MERGED,1,19,19,17.22,92,4,2,1
rust-lang/rust,MERGED,3,136,53,22.76,2023,5,6,4
rust-lang/rust,MERGED,6,8,21,21.38,511,6,11,3
rust-lang/rust,MERGED,1,1,0,30.14,244,4,9,1
rust-lang/rust,MERGED,4,165,213,34.15,1648,5,21,1
rust-lang/rust,MERGED,6,133,143,22.02,79,4,6,1
rust-lang/rust,MERGED,4,136,2,32.76,485,3,3,3
rust-lang/rust,MERGED,1,7,0,19.06,665,5,6,1
rust-lang/rust,MERGED,205,9205,4978,45.18,377,14,14,1
rust-lang/rust,MERGED,164,843,519,31.3,748,3,5,1
rust-lang/rust,MERGED,3,12,36,25.23,333,3,2,1
rust-lang/rust,MERGED,4,35,25,11.77,243,3,3,1
rust-lang/rust,MERGED,3,37,8,33.62,28,7,11,2
rust-lang/rust,MERGED,4,85,84,17.73,43,6,11,1
rust-lang/rust,MERGED,148,180,162,33.1,1283,3,6,1
rust-lang/rust,MERGED,6,210,7,19.77,599,4,4,1
rust-lang/rust,MERGED,1,2,7,37.56,320,6,18,1
rust-lang/rust,MERGED,1,13,16,24.12,224,3,4,1
rust-lang/rust,MERGED,23,104,156,13.63,189,3,4,1
rust-lang/rust,MERGED,29,205,196,40.71,299,4,9,1
rust-lang/rust,MERGED,1,30,11,14.22,151,4,3,3
rust-lang/rust,MERGED,1,1,1,38.75,1202,6,15,1
rust-lang/rust,MERGED,9,46,25,17.29,948,4,4,1
rust-lang/rust,MERGED,8,69,91,16.03,79,3,6,1
rust-lang/rust,MERGED,68,3086,3106,25.24,980,3,6,7
rust-lang/rust,MERGED,5,138,128,39.35,322,5,10,2
rust-lang/rust,MERGED,15,238,172,18.21,540,5,9,5
rust-lang/rust,MERGED,17,80,24,76.81,538,3,4,1
rust-lang/rust,MERGED,5,70,88,8.16,79,3,2,1
rust-lang/rust,MERGED,1,6,0,31.25,486,6,11,1
rust-lang/rust,MERGED,3,25,24,63.06,520,10,21,4
rust-lang/rust,MERGED,8,64,66,9.73,388,3,1,1
rust-lang/rust,MERGED,12,129,109,42.4,1699,6,25,8
rust-lang/rust,MERGED,5,82,16,42.45,961,6,7,1
rust-lang/rust,MERGED,1,37,18,11.56,639,3,5,1
rust-lang/rust,MERGED,1,26,0,13.5,692,3,3,1
rust-lang/rust,CLOSED,8,31,39,18.61,506,4,7,6
rust-lang/rust,MERGED,1,5,0,11.01,503,3,3,1
rust-lang/rust,MERGED,6,62,80,12.51,79,3,2,1
rust-lang/rust,MERGED,2,61,0,29.74,1237,5,4,4
rust-lang/rust,MERGED,1,1,1,11.47,71,4,3,1
rust-lang/rust,MERGED,8,190,269,18.75,141,3,2,2
rust-lang/rust,MERGED,1,1,1,43.54,843,4,3,1
rust-lang/rust,MERGED,3,33,18,64.29,1040,6,25,1
rust-lang/rust,MERGED,2,93,8,28.34,316,4,7,7
rust-lang/rust,MERGED,1,1,1,7.67,0,3,3,1
rust-lang/rust,MERGED,3,27,1,63.51,534,3,5,3
rust-lang/rust,MERGED,99,3152,3153,53.46,825,4,6,4
rust-lang/rust,MERGED,11,252,62,138.36,801,3,8,2
rust-lang/rust,MERGED,1,9,9,9.34,491,4,5,1
rust-lang/rust,MERGED,15,61,125,31.48,253,6,13,8
rust-lang/rust,MERGED,4,44,152,49.7,264,5,7,1
rust-lang/rust,MERGED,29,269,595,149.55,967,6,8,15
rust-lang/rust,MERGED,2,30,4,56.15,578,7,5,2
rust-lang/rust,MERGED,7,64,15,21.64,283,5,8,5
rust-lang/rust,MERGED,14,17,57,113.36,412,4,7,1
rust-lang/rust,CLOSED,1,0,15,18.96,95,4,5,1
rust-lang/rust,MERGED,9,2,54,7.82,397,4,4,3
rust-lang/rust,MERGED,9,65,59,49.2,1039,4,3,2
rust-lang/rust,MERGED,2,37,14,20.46,308,6,6,1
rust-lang/rust,MERGED,56,414,351,136.93,123,8,19,1
rust-lang/rust,MERGED,4,121,298,108.11,523,3,2,3
rust-lang/rust,MERGED,1,6,0,24.98,24,4,6,1
rust-lang/rust,MERGED,4,134,148,26.4,175,3,3,1
rust-lang/rust,MERGED,2,16,0,198.11,518,4,8,3
rust-lang/rust,MERGED,4,79,37,162.99,56,5,8,3
rust-lang/rust,MERGED,1,298,171,142.91,1183,4,11,4
rust-lang/rust,MERGED,26,270,2,26.08,403,4,5,1
rust-lang/rust,MERGED,2,11,11,26.1,1949,4,5,1
rust-lang/rust,MERGED,8,104,162,26.62,329,4,7,2
rust-lang/rust,MERGED,1,11,0,29.07,72,5,5,5
rust-lang/rust,MERGED,5,229,66,172.56,2372,5,15,10
rust-lang/rust,MERGED,2,26,2,32.98,333,3,2,1
rust-lang/rust,MERGED,22,640,659,47.78,270,4,4,3
rust-lang/rust,MERGED,2,3,3,8.13,69,3,3,1
rust-lang/rust,MERGED,1,170,96,9.55,369,4,4,3
rust-lang/rust,CLOSED,1,1,1,10.82,162,5,6,1
rust-lang/rust,CLOSED,4,20,1,191.12,47,3,5,1
rust-lang/rust,MERGED,16,102,120,21.2,44,6,10,1
rust-lang/rust,MERGED,25,32,158,92.31,287,3,14,3
rust-lang/rust,MERGED,1,1,1,23.53,491,3,4,1
rust-lang/rust,MERGED,2,13,4,64.66,153,6,5,2
rust-lang/rust,MERGED,5,1,15,15.02,358,3,4,1
rust-lang/rust,MERGED,1,0,1,15.03,848,8,4,7
rust-lang/rust,MERGED,1,0,63,15.54,170,3,3,1
rust-lang/rust,MERGED,3,20,0,88.64,218,3,2,1
rust-lang/rust,MERGED,2,5,5,18.17,793,5,9,2
rust-lang/rust,CLOSED,2,76,9,9.14,2788,4,6,2
rust-lang/rust,MERGED,7,20,38,29.69,17,6,11,6
rust-lang/rust,MERGED,1,0,2,3.69,310,5,7,1
rust-lang/rust,MERGED,2,6,6,106.49,427,4,3,1
rust-lang/rust,MERGED,1,0,2,11.4,262,6,11,5
rust-lang/rust,MERGED,2,2,2,8.41,263,4,5,1
rust-lang/rust,MERGED,4,70,0,21.86,374,3,4,1
axios/axios,CLOSED,1,1,1,5.86,10934,1,0,1
axios/axios,CLOSED,1,1,1,3.93,10754,1,0,1
axios/axios,MERGED,2,235,15,2.55,1420,1,8,5
axios/axios,CLOSED,2,40,5,4.84,4368,2,0,1
axios/axios,CLOSED,1,1,1,5.22,10797,1,0,1
axios/axios,MERGED,1,5,1,8.53,0,2,0,2
axios/axios,CLOSED,1,62,62,7.78,20425,1,2,1
axios/axios,MERGED,5,6,6,8.05,14362,1,0,2
axios/axios,CLOSED,1,1,1,2.11,880,4,1,2
axios/axios,CLOSED,1,1,1,3.22,10775,1,0,1
axios/axios,CLOSED,2,15,1,10.26,2316,2,0,1
axios/axios,CLOSED,1,1,1,4.91,10730,1,0,1
axios/axios,CLOSED,1,1,1,7.86,1332,4,1,2
axios/axios,CLOSED,1,1,1,9.18,10828,1,0,1
axios/axios,MERGED,3,61,11,1.0,1322,1,2,2
axios/axios,CLOSED,1,1,1,10.03,10709,1,0,1
axios/axios,MERGED,15,5,4927,11.6,1964,2,0,2
axios/axios,MERGED,4,3,66,16.1,1853,2,0,2
axios/axios,CLOSED,1,1,1,5.47,884,4,1,2
axios/axios,CLOSED,1,1,1,6.49,10602,1,0,1
axios/axios,MERGED,1,9,9,11.24,896,2,0,1
axios/axios,MERGED,1,1,0,10.85,696,2,0,1
axios/axios,MERGED,1,1,0,10.97,1357,2,0,1
axios/axios,MERGED,1,5,2,17.16,1041,2,1,1
axios/axios,CLOSED,1,1,1,4.9,10410,1,0,1
axios/axios,MERGED,1,44,0,1.15,1468,2,0,2
axios/axios,CLOSED,1,1,1,13.42,10595,1,0,1
axios/axios,MERGED,1,3,3,26.1,3646,2,3,1
axios/axios,MERGED,1,3,3,26.18,3589,1,0,1
axios/axios,CLOSED,2,12,5,4.04,1511,2,1,1
axios/axios,MERGED,1,133,320,6.67,39126,1,1,1
axios/axios,CLOSED,1,1,1,13.76,10563,1,0,1
axios/axios,MERGED,103,12280,102,21.52,1473,1,0,1
axios/axios,MERGED,1,8,6,8.2,1822,2,1,1
axios/axios,CLOSED,1,1,1,5.04,10389,1,0,1
axios/axios,CLOSED,2,555,292,31.21,14287,1,2,1
axios/axios,CLOSED,2,555,292,31.21,16080,1,2,1
axios/axios,CLOSED,1,1,1,6.94,10439,1,0,1
axios/axios,CLOSED,1,7,8,17.18,1661,3,2,1
axios/axios,MERGED,2,2,2,19.31,817,1,0,2
axios/axios,CLOSED,1,1,1,6.83,10919,1,0,1
axios/axios,MERGED,8,397,4,14.24,2331,1,4,3
axios/axios,MERGED,7,125,58,13.16,1229,2,0,2
axios/axios,MERGED,1,3,42,52.69,20540,1,1,1
axios/axios,CLOSED,1,1,1,4.72,10489,1,0,1
axios/axios,CLOSED,1,1481,1416,88.32,1549,2,1,1
axios/axios,CLOSED,1,1,1,4.99,10475,1,0,1
axios/axios,MERGED,1,1,1,1.68,648,1,0,1
axios/axios,MERGED,1,163,163,3.27,23673,1,1,2
axios/axios,MERGED,2,2,2,3.42,1846,1,0,2
axios/axios,MERGED,1,3,1,4.89,10621,1,0,1
axios/axios,MERGED,1,1,0,10.58,1446,2,1,2
axios/axios,MERGED,1,1,0,10.59,1446,2,0,2
axios/axios,MERGED,1,93,88,20.02,12641,1,0,2
axios/axios,MERGED,1,87,83,20.43,12930,1,0,2
axios/axios,MERGED,1,98,104,21.11,13972,1,0,2
axios/axios,CLOSED,1,25,0,55.19,5113,2,5,2
axios/axios,CLOSED,1,1,1,8.89,10000,1,0,1
axios/axios,MERGED,23,2913,1,1.64,1310,1,1,2
axios/axios,CLOSED,1,1,1,6.22,10056,1,0,1
axios/axios,MERGED,63,9713,16,1.3,2603,1,1,3
axios/axios,CLOSED,1,1,1,9.06,9811,1,0,1
axios/axios,MERGED,1,23,11,60.32,1021,4,6,10
axios/axios,MERGED,1,1,0,7.15,1634,2,0,2
axios/axios,MERGED,1,1,1,1.39,10085,2,0,1
axios/axios,MERGED,1,31,0,13.21,4703,2,0,1
axios/axios,MERGED,2,27,4,13.54,1488,2,0,2
axios/axios,MERGED,3,4,8,13.74,1524,2,1,2
axios/axios,CLOSED,5,81,7,1.64,4167,1,0,2
axios/axios,CLOSED,1,27,0,54.28,2551,3,4,2
axios/axios,MERGED,5,41,41,1.04,1155,1,1,1
axios/axios,MERGED,4,13,11,14.69,1872,4,1,3
axios/axios,MERGED,1,12,1,46.53,1857,3,0,7
axios/axios,CLOSED,1,3,2,4.28,2350,2,1,1
axios/axios,MERGED,1,1,3,15.54,4307,2,0,2
axios/axios,MERGED,7,49,13,32.67,3412,4,6,2
axios/axios,MERGED,1,0,30,13.03,1618,2,0,1
axios/axios,MERGED,1,4,0,14.45,1693,2,0,2
axios/axios,CLOSED,6,42,42,19.75,2134,2,1,1
axios/axios,CLOSED,8,2325,8,25.04,7267,2,4,3
axios/axios,CLOSED,1,163,163,25.49,23450,1,1,1
axios/axios,CLOSED,2,2,2,24.69,22895,0,1,1
axios/axios,MERGED,2,2,2,87.09,690,2,0,3
axios/axios,CLOSED,2,2,2,60.81,847,2,2,1
axios/axios,CLOSED,1,2,2,89.59,990,3,1,3
axios/axios,MERGED,124,18,12316,3.3,1602,3,1,2
axios/axios,CLOSED,2,6,4,127.71,2392,2,1,1
axios/axios,MERGED,2,131,0,267.72,1773,2,0,2
axios/axios,MERGED,1,3,3,13.63,3532,1,0,1
axios/axios,MERGED,1,10,7,54.34,1472,2,1,2
axios/axios,MERGED,1,3,3,34.34,5215,1,0,1
axios/axios,CLOSED,2,6,4,13.65,2704,1,0,1
axios/axios,MERGED,1,3,3,50.96,3253,1,0,1
axios/axios,MERGED,1,4,4,51.17,4892,1,0,1
axios/axios,CLOSED,2,10,10,350.42,567,2,3,1
axios/axios,MERGED,1,4,2,84.32,7223,1,0,1
axios/axios,MERGED,1,13,23,87.75,7000,1,0,1
axios/axios,MERGED,4,7,7,46.7,802,1,0,1
axios/axios,MERGED,1,86,14,1.65,1641,1,0,3
axios/axios,CLOSED,1,6,0,349.23,2600,2,1,2
godotengine/godot,MERGED,2,50,1,14.95,675,3,1,1
godotengine/godot,MERGED,2,2,2,17.99,579,4,1,1
godotengine/godot,MERGED,1,1,1,4.51,229,4,1,1
godotengine/godot,MERGED,1,4,2,5.25,512,3,1,1
godotengine/godot,MERGED,1,29,19,26.0,1211,4,1,1
godotengine/godot,MERGED,1,3,3,6.71,223,3,1,1
godotengine/godot,CLOSED,2,10,1,32.64,477,3,5,2
godotengine/godot,MERGED,1,12,11,7.35,550,4,2,6
godotengine/godot,MERGED,5,12,12,8.24,93,4,1,4
godotengine/godot,MERGED,2,5,2,46.71,2427,4,1,2
godotengine/godot,MERGED,3,23,3,26.62,14,4,1,2
godotengine/godot,MERGED,1,1,1,10.78,215,4,3,2
godotengine/godot,MERGED,1,2,2,11.73,218,3,1,1
godotengine/godot,MERGED,1,1,2,15.81,218,4,3,3
godotengine/godot,MERGED,1,4,2,36.63,153,3,1,1
godotengine/godot,MERGED,2,2,2,17.6,24,4,1,1
godotengine/godot,MERGED,8,14,21,36.0,6007,4,4,2
godotengine/godot,MERGED,1,5,2,23.48,160,4,1,2
godotengine/godot,MERGED,422,1044,1586,1.51,123,3,1,1
godotengine/godot,MERGED,161,8402,10056,67.53,196,3,1,1
godotengine/godot,MERGED,1,2,0,2.58,826,4,1,1
godotengine/godot,MERGED,1,4,0,6.17,615,3,1,1
godotengine/godot,MERGED,5,2387,48,6.32,128,4,3,1
godotengine/godot,MERGED,15,2387,483,6.75,228,4,1,1
godotengine/godot,MERGED,1,0,3,72.85,1152,4,6,2
godotengine/godot,MERGED,3,4,4,1.73,154,3,1,1
godotengine/godot,MERGED,11,105,56,1.91,125,3,1,1
godotengine/godot,MERGED,1,8,2,2.76,171,4,2,1
godotengine/godot,MERGED,2,2,3,4.31,269,3,1,1
godotengine/godot,MERGED,1,1,1,18.99,66,3,1,1
godotengine/godot,MERGED,1,15,2,21.12,56,6,2,2
godotengine/godot,MERGED,1,4,0,27.78,56,4,1,1
godotengine/godot,MERGED,1,4,2,56.01,56,5,2,1
godotengine/godot,MERGED,2,4,13,30.25,620,7,1,4
godotengine/godot,MERGED,3,238,58,30.41,1894,5,1,1
godotengine/godot,MERGED,19,660,518,25.86,342,3,1,1
godotengine/godot,MERGED,1,14,9,77.66,631,4,1,2
godotengine/godot,MERGED,1,23,22,31.69,56,3,1,1
godotengine/godot,MERGED,2,36,23,61.73,446,5,1,3
godotengine/godot,MERGED,2,9,34,41.29,248,4,2,2
godotengine/godot,MERGED,1,1,0,42.99,125,4,1,1
godotengine/godot,CLOSED,14,11,14,20.52,1877,3,4,2
godotengine/godot,MERGED,2,39,0,50.09,820,5,2,2
godotengine/godot,MERGED,1,1,0,50.2,248,4,1,1
godotengine/godot,MERGED,2,85,21,50.73,172,5,11,4
godotengine/godot,MERGED,1,2,1,85.1,752,5,1,4
godotengine/godot,MERGED,1,0,1,113.31,0,3,1,1
godotengine/godot,MERGED,2,3,3,16.04,320,4,1,2
godotengine/godot,MERGED,1,23,11,93.52,158,4,1,1
godotengine/godot,MERGED,1,7,0,101.82,1537,10,14,11
godotengine/godot,MERGED,1,65,36,20.68,56,3,1,2
godotengine/godot,MERGED,5,30,1,23.76,330,4,1,2
godotengine/godot,MERGED,1,1,1,25.91,113,5,3,1
godotengine/godot,MERGED,2,19,0,125.01,850,6,3,3
godotengine/godot,MERGED,4,115,36,77.33,259,3,1,1
godotengine/godot,MERGED,1,9,1,27.96,590,3,1,1
godotengine/godot,CLOSED,1,9,0,96.56,2434,5,2,4
godotengine/godot,MERGED,1,1,1,30.41,336,5,1,1
godotengine/godot,MERGED,1,1,1,2.85,132,3,1,1
godotengine/godot,MERGED,2,13,10,40.26,440,4,2,2
godotengine/godot,MERGED,1,1,1,91.15,481,5,3,4
godotengine/godot,MERGED,2,186,0,145.49,259,4,4,1
godotengine/godot,MERGED,3,7,1,10.74,137,4,5,2
godotengine/godot,MERGED,1,6,11,166.9,87,4,1,1
godotengine/godot,MERGED,2,9,0,9.76,310,4,1,1
godotengine/godot,CLOSED,1,20,0,164.38,5096,10,16,4
godotengine/godot,MERGED,3,16,10,19.13,171,4,1,2
godotengine/godot,MERGED,1,0,2,20.05,0,3,1,1
godotengine/godot,MERGED,1,0,7,20.58,372,4,1,1
godotengine/godot,MERGED,2,3,1,20.79,117,3,1,1
godotengine/godot,MERGED,1,0,2,5.67,123,4,1,1
godotengine/godot,MERGED,1,2,1,26.13,1029,5,1,2
godotengine/godot,CLOSED,1,2,2,119.85,347,4,3,12
godotengine/godot,MERGED,1,1,1,27.2,437,4,1,1
godotengine/godot,MERGED,8,8,24,1.99,344,3,2,1
godotengine/godot,MERGED,1,6,3,10.99,862,4,1,2
godotengine/godot,MERGED,3,14,1,39.43,1180,5,1,2
godotengine/godot,MERGED,6,41,30,39.77,6828,4,1,2
godotengine/godot,MERGED,5,68,10,23.3,1811,7,12,5
godotengine/godot,MERGED,1,50,35,163.66,2356,5,3,2
godotengine/godot,MERGED,1,15,11,6.37,238,4,1,1
godotengine/godot,MERGED,1,1,1,20.9,82,5,1,2
godotengine/godot,MERGED,1,1,1,8.23,122,3,1,1
godotengine/godot,MERGED,1,47,15,169.74,15,4,5,5
godotengine/godot,MERGED,1,1,2,3.66,241,5,4,1
godotengine/godot,MERGED,1,1,1,6.83,230,3,1,1
godotengine/godot,MERGED,2,39,15,11.51,1775,3,1,1
godotengine/godot,MERGED,1,1,1,13.98,804,4,1,2
godotengine/godot,MERGED,1,1,1,14.19,97,5,1,2
godotengine/godot,MERGED,1,2,1,37.55,497,4,3,2
godotengine/godot,MERGED,1,1,1,16.72,481,4,2,1
godotengine/godot,MERGED,3,0,38,16.9,1117,3,1,1
godotengine/godot,MERGED,37,372,189,3.99,39,16,0,1
godotengine/godot,MERGED,2,10,1,115.83,175,3,1,1
godotengine/godot,MERGED,1,1,0,166.66,13,3,1,1
godotengine/godot,MERGED,1,6,0,6.1,403,3,1,1
godotengine/godot,MERGED,1,1,1,8.04,58,4,1,1
godotengine/godot,MERGED,10,2,265,7.08,66,5,3,4
godotengine/godot,MERGED,6,30,5,8.3,123,3,4,1
godotengine/godot,MERGED,2,12,8,50.51,111,2,1,1
denoland/deno,MERGED,3,11,13,6.89,775,2,0,1
denoland/deno,MERGED,3,100,3,5.41,736,2,0,2
denoland/deno,MERGED,2,7,2,1.19,1109,3,1,2
denoland/deno,MERGED,2,5,1,1.24,1195,3,2,1
denoland/deno,MERGED,2,42,6,2.59,1619,3,1,1
denoland/deno,MERGED,2,28,2,4.23,1220,3,2,2
denoland/deno,MERGED,2,2,0,3.68,909,3,1,2
denoland/deno,CLOSED,1,473,0,4.97,1572,3,3,2
denoland/deno,MERGED,3,6,31,5.28,998,3,2,3
denoland/deno,MERGED,3,7,2,5.5,1005,3,1,2
denoland/deno,MERGED,2,45,6,5.16,1265,2,1,3
denoland/deno,MERGED,2,65,23,17.43,2266,2,0,1
denoland/deno,CLOSED,5,45,4,10.25,801,3,1,2
denoland/deno,MERGED,5,293,17,12.26,711,2,0,1
denoland/deno,MERGED,2,66,0,10.89,1481,2,0,1
denoland/deno,MERGED,4,100,4,22.27,1225,3,0,2
denoland/deno,MERGED,1,4,4,12.57,13685,1,0,1
denoland/deno,MERGED,4,85,0,15.66,911,2,0,1
denoland/deno,MERGED,5,62,226,2.06,1379,2,0,1
denoland/deno,MERGED,1,61,27,6.84,346,2,0,1
denoland/deno,MERGED,3,144,30,7.74,1590,2,0,2
denoland/deno,MERGED,2,170,37,6.58,705,2,0,2
denoland/deno,MERGED,1,49,17,7.92,491,2,0,1
denoland/deno,MERGED,1,22,26,8.09,163,2,0,1
denoland/deno,MERGED,7,484,62,8.39,2315,2,0,1
denoland/deno,MERGED,4,58,3,4.66,1412,2,0,1
denoland/deno,MERGED,8,94,16,22.38,1758,2,0,1
denoland/deno,MERGED,1,94,8,11.89,1473,3,0,2
denoland/deno,MERGED,9,331,401,15.12,1751,3,0,3
denoland/deno,MERGED,7,282,49,6.18,1172,3,0,2
denoland/deno,MERGED,2,137,4,2.5,1624,2,0,2
denoland/deno,MERGED,3,493,17,2.26,1129,2,0,2
denoland/deno,MERGED,9,89,0,22.6,1044,2,0,1
denoland/deno,MERGED,2,69,1,24.22,868,2,0,2
denoland/deno,MERGED,2,196,0,24.3,648,2,2,1
denoland/deno,MERGED,12,680,1611,8.85,188,2,0,2
denoland/deno,MERGED,16,178,40,13.2,1982,2,2,1
denoland/deno,MERGED,4,108,10,179.5,828,2,0,2
denoland/deno,MERGED,12,204,608,10.83,883,2,0,1
denoland/deno,MERGED,7,362,17,68.0,1398,2,0,5
denoland/deno,MERGED,6,388,34,170.21,1665,2,1,1
denoland/deno,MERGED,7,273,34,67.05,2924,3,5,5
denoland/deno,MERGED,1,3,0,2.46,0,2,0,1
denoland/deno,MERGED,2,42,2,76.7,942,3,1,1
denoland/deno,MERGED,3,81,18,51.8,933,2,0,1
denoland/deno,MERGED,3,140,12,188.31,1419,2,0,1
denoland/deno,MERGED,3,154,0,2.39,1041,3,0,2
denoland/deno,MERGED,1,6,6,21.35,412,3,1,1
denoland/deno,MERGED,3,53,2,13.98,1418,4,3,1
denoland/deno,MERGED,5,587,4,20.26,1574,3,2,2
denoland/deno,MERGED,2,21,1,248.29,4041,3,1,3
denoland/deno,CLOSED,33,15677,4259,159.21,1831,2,2,1
denoland/deno,MERGED,58,5742,5281,194.22,3277,3,2,18
denoland/deno,MERGED,1,1,2,13.66,1551,2,0,1
