Repositorio,Status,Tamanho_Arquivos,Tamanho_Linhas_Adicionadas,Tamanho_Linhas_Removidas,Tempo_Analise_Horas,Descricao_Caracteres,Interacoes_Participantes,Interacoes_Comentarios,Revisoes
nilbuild/developer-roadmap,MERGED,10,2104,0,1530.57,1148,3,1,1
nilbuild/developer-roadmap,CLOSED,86,9594,536,44.27,0,3,1,1
nilbuild/developer-roadmap,MERGED,1,11,0,34.56,1034,2,0,1
nilbuild/developer-roadmap,MERGED,1,2,1,30.64,0,2,0,1
nilbuild/developer-roadmap,MERGED,1,3,0,692.92,84,3,0,1
nilbuild/developer-roadmap,MERGED,1,4,1,687.32,47,3,0,1
nilbuild/developer-roadmap,MERGED,1,4,1,721.78,0,3,0,1
nilbuild/developer-roadmap,MERGED,1,3,1,722.16,53,3,0,1
nilbuild/developer-roadmap,MERGED,1,3,1,794.11,73,3,0,1
nilbuild/developer-roadmap,MERGED,1,3,1,794.13,69,3,0,1
nilbuild/developer-roadmap,MERGED,1,3,1,794.0,62,4,1,1
nilbuild/developer-roadmap,MERGED,1,3,1,764.72,61,3,0,1
nilbuild/developer-roadmap,MERGED,1,5,1,765.18,66,3,0,1
nilbuild/developer-roadmap,MERGED,1,1,0,765.19,0,3,0,1
nilbuild/developer-roadmap,MERGED,1,2,1,771.63,121,3,0,1
nilbuild/developer-roadmap,MERGED,1,3,1,827.87,66,3,0,1
nilbuild/developer-roadmap,MERGED,2,0,6,88.61,833,3,0,2
nilbuild/developer-roadmap,CLOSED,1,2,2,208.35,493,3,0,1
nilbuild/developer-roadmap,CLOSED,1,17,1,237.77,764,3,2,1
nilbuild/developer-roadmap,MERGED,2,2,2,305.39,279,3,0,1
nilbuild/developer-roadmap,MERGED,1,1,2,335.06,584,3,0,4
nilbuild/developer-roadmap,MERGED,1,2,2,30.27,0,2,0,1
nilbuild/developer-roadmap,MERGED,75,597,0,453.59,334,2,0,1
nilbuild/developer-roadmap,MERGED,1,2,1,460.81,0,3,0,1
nilbuild/developer-roadmap,CLOSED,2,40,1,480.47,117,2,2,1
nilbuild/developer-roadmap,MERGED,1,2,2,613.35,36,3,0,1
nilbuild/developer-roadmap,MERGED,1,3,1,653.54,0,3,0,1
nilbuild/developer-roadmap,CLOSED,1,3,1,22.39,83,2,0,1
nilbuild/developer-roadmap,MERGED,1,4,3,4.91,0,2,0,2
nilbuild/developer-roadmap,MERGED,78,687,80,25.33,337,1,0,1
nilbuild/developer-roadmap,CLOSED,1,13,11,118.71,75,3,1,3
nilbuild/developer-roadmap,CLOSED,2,19,5,272.36,94,3,4,1
nilbuild/developer-roadmap,MERGED,35,682,706,124.53,0,3,0,1
nilbuild/developer-roadmap,MERGED,148,1165,147,188.77,347,2,0,1
nilbuild/developer-roadmap,MERGED,1,2,1,72.92,88,3,0,1
nilbuild/developer-roadmap,MERGED,1,7,8,10.25,0,3,0,1
nilbuild/developer-roadmap,MERGED,7,365,97,11.16,0,2,0,1
nilbuild/developer-roadmap,MERGED,6,466,2,6.49,0,2,0,2
nilbuild/developer-roadmap,CLOSED,1,1,0,578.17,31,3,1,3
nilbuild/developer-roadmap,MERGED,16,2965,415,25.63,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,2,10.66,178,2,0,1
nilbuild/developer-roadmap,MERGED,6,8,29,40.01,372,3,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,35.91,36,3,0,1
nilbuild/developer-roadmap,MERGED,1,1,0,55.54,33,2,0,3
nilbuild/developer-roadmap,MERGED,1,2,2,55.17,0,2,0,1
nilbuild/developer-roadmap,MERGED,3,21,3,131.01,272,2,0,1
nilbuild/developer-roadmap,MERGED,2,4,4,3.24,372,2,0,1
nilbuild/developer-roadmap,MERGED,2,1,1,4.54,55,2,0,1
nilbuild/developer-roadmap,MERGED,1,0,1,291.35,384,2,0,1
nilbuild/developer-roadmap,MERGED,1,13,1,311.37,33,3,0,3
nilbuild/developer-roadmap,MERGED,6,877,9,393.36,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,0,21.28,30,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,28.6,0,2,0,1
nilbuild/developer-roadmap,MERGED,2,5,26,132.99,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,1003,0,14.08,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,1643,212,7.91,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,153.3,36,2,0,1
nilbuild/developer-roadmap,MERGED,1,24,3,14.22,372,2,0,1
nilbuild/developer-roadmap,MERGED,59,388,399,141.58,75,2,2,5
nilbuild/developer-roadmap,MERGED,11,3577,251,9.59,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,0,1,109.71,173,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,37.59,61,2,0,1
nilbuild/developer-roadmap,MERGED,3,2813,9,36.36,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,3,3,214.74,113,2,0,1
nilbuild/developer-roadmap,MERGED,1,936,0,44.39,372,2,0,1
nilbuild/developer-roadmap,MERGED,2,5,32,28.54,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,10,1,372.96,41,2,0,1
nilbuild/developer-roadmap,MERGED,1,5,1,419.06,16,2,0,1
nilbuild/developer-roadmap,MERGED,2,5,5,434.91,182,3,0,3
nilbuild/developer-roadmap,MERGED,16,550,384,62.43,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,1225,0,9.77,372,2,0,1
nilbuild/developer-roadmap,MERGED,2,1214,1,30.59,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,3.38,147,2,0,1
nilbuild/developer-roadmap,MERGED,2,1019,46,10.57,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,117,117,1.5,372,2,0,1
nilbuild/developer-roadmap,CLOSED,1,7,1,162.63,166,2,1,1
nilbuild/developer-roadmap,MERGED,1,1,0,265.29,34,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,310.99,168,2,0,1
nilbuild/developer-roadmap,MERGED,1,7,1,312.11,109,3,2,1
nilbuild/developer-roadmap,MERGED,2,258,0,112.64,372,2,0,1
nilbuild/developer-roadmap,MERGED,1,6,101,440.94,0,2,0,2
nilbuild/developer-roadmap,MERGED,1,9,0,450.19,389,2,0,1
nilbuild/developer-roadmap,MERGED,1,2,2,120.59,46,2,0,1
nilbuild/developer-roadmap,CLOSED,1,1,1,453.63,0,3,2,2
nilbuild/developer-roadmap,MERGED,4,76,14,3.61,0,3,0,1
nilbuild/developer-roadmap,MERGED,1,3,3,8.72,0,4,1,2
nilbuild/developer-roadmap,MERGED,1,1,1,8.86,0,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,8.94,0,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,8.99,0,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,9.04,0,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,9.15,0,2,0,1
nilbuild/developer-roadmap,MERGED,1,1,1,9.45,0,2,0,1
openai/codex,MERGED,1,0,4,1.59,553,2,0,1
openai/codex,MERGED,20,140,2,2.5,626,2,1,3
openai/codex,MERGED,13,32,215,1.45,1473,2,0,1
openai/codex,MERGED,1,10,27,1.17,68,2,0,3
openai/codex,MERGED,7,72,17,3.01,1689,2,0,3
openai/codex,MERGED,1,25,1,1.91,549,2,0,3
openai/codex,MERGED,27,751,338,1.89,2714,3,0,3
openai/codex,MERGED,33,12200,11961,2.02,1554,2,0,1
openai/codex,MERGED,15,174,428,1.55,857,2,0,1
openai/codex,MERGED,6,168,34,7.48,708,3,1,1
openai/codex,MERGED,1,33,5,4.5,2832,2,0,1
openai/codex,MERGED,9,158,69,11.62,542,2,0,1
openai/codex,MERGED,13,126,22,16.5,1469,2,0,3
openai/codex,MERGED,3,75,10,18.23,1112,2,0,1
openai/codex,MERGED,25,1206,2,25.39,205,2,0,1
openai/codex,MERGED,3,3,0,2.57,649,2,2,1
openai/codex,MERGED,8,162,13,21.02,809,2,0,1
openai/codex,MERGED,1,83,3,2.87,1202,2,0,3
openai/codex,MERGED,1,97,10,19.25,1015,2,2,1
openai/codex,MERGED,1,181,10,19.36,803,2,0,1
openai/codex,MERGED,7,439,13,8.81,697,3,1,4
openai/codex,MERGED,48,821,27,24.25,1141,2,0,2
openai/codex,CLOSED,21,327,109,5.5,1904,1,1,10
openai/codex,MERGED,7,79,75,7.86,954,3,0,8
openai/codex,MERGED,2,111,1,1.59,1761,2,1,1
openai/codex,MERGED,4,122,49,2.08,3206,2,0,1
openai/codex,MERGED,16,138,52,1.34,1292,2,0,3
openai/codex,MERGED,2,89,0,3.04,638,2,0,1
openai/codex,MERGED,5,72,144,1.61,1088,1,2,2
openai/codex,MERGED,3,323,78,30.59,1675,2,1,1
openai/codex,MERGED,2,89,102,4.87,1340,2,2,2
openai/codex,MERGED,24,190,4,22.5,946,2,0,2
openai/codex,MERGED,98,896,90,44.42,1655,2,0,1
openai/codex,MERGED,39,13765,12664,12.61,1198,2,0,1
openai/codex,MERGED,27,228,20,26.65,727,3,4,4
openai/codex,MERGED,4,1761,2526,8.58,890,2,0,2
openai/codex,MERGED,22,1351,10,27.06,2590,2,0,1
openai/codex,MERGED,1,3,0,34.02,224,3,0,2
openai/codex,CLOSED,62,2121,51,39.18,5236,2,1,1
openai/codex,CLOSED,19,1022,553,35.78,561,1,1,1
openai/codex,CLOSED,71,814,243,35.78,1082,1,1,6
openai/codex,MERGED,39,1141,58,70.0,2912,3,1,2
openai/codex,MERGED,6,77,0,44.64,518,2,0,2
openai/codex,CLOSED,60,1121,594,3.53,2023,1,0,1
openai/codex,MERGED,7,201,55,71.56,1284,2,1,7
openai/codex,MERGED,18,572,51,50.65,912,3,0,2
openai/codex,MERGED,21,710,23,49.81,1737,2,0,1
openai/codex,MERGED,11,214,78,49.05,861,2,0,1
openai/codex,MERGED,27,991,43,49.74,1688,2,0,4
openai/codex,MERGED,3,88,96,59.3,591,2,0,1
openai/codex,MERGED,8,336,15,82.9,2277,2,0,2
openai/codex,MERGED,2,7,18,68.89,787,2,1,1
openai/codex,CLOSED,14,758,189,91.89,1649,1,1,3
openai/codex,MERGED,3,395,98,69.39,5607,3,2,4
openai/codex,MERGED,13,260,1,88.91,2543,2,1,9
openai/codex,MERGED,5,261,25,91.27,743,2,5,4
openai/codex,MERGED,53,768,745,96.0,1988,3,1,27
openai/codex,MERGED,43,1328,897,95.21,1276,2,0,5
openai/codex,MERGED,7,70,57,69.62,1189,2,3,1
openai/codex,MERGED,16,484,28,91.4,641,2,0,3
openai/codex,MERGED,10,102,100,68.89,1374,2,0,1
openai/codex,MERGED,8,431,299,57.58,1432,2,0,1
openai/codex,MERGED,6,504,15,4.77,2090,3,5,4
openai/codex,MERGED,3,40,0,1.75,762,2,0,1
openai/codex,MERGED,25,155,123,70.53,1024,2,0,5
openai/codex,MERGED,4,183,26,71.49,1360,2,0,1
openai/codex,MERGED,5,676,17,7.13,1870,2,11,14
openai/codex,MERGED,13,313,91,97.18,1682,2,0,14
openai/codex,MERGED,9,248,76,4.17,985,2,0,4
openai/codex,CLOSED,1,40,9,6.16,1227,1,1,1
openai/codex,MERGED,2,49,9,73.57,1586,2,0,1
openai/codex,MERGED,10,1002,0,68.3,97,1,0,1
openai/codex,MERGED,14,485,84,13.71,8455,2,0,2
openai/codex,MERGED,3,9,14,110.74,250,2,0,1
openai/codex,MERGED,8,676,192,91.48,267,2,1,5
openai/codex,MERGED,11,276,147,92.6,710,2,0,1
openai/codex,MERGED,19,253,232,22.58,358,2,0,4
openai/codex,MERGED,11,354,45,10.64,1633,2,0,1
openai/codex,MERGED,3,160,18,16.11,1379,2,1,1
openai/codex,MERGED,74,1286,517,86.08,7781,2,0,2
openai/codex,MERGED,14,589,76,3.18,345,2,0,1
openai/codex,MERGED,3,22,6,1.44,852,2,0,1
openai/codex,MERGED,25,1442,1288,14.66,1448,2,0,3
openai/codex,MERGED,2,18,8,21.05,144,4,0,3
openai/codex,MERGED,10,240,165,14.84,1037,2,0,1
openai/codex,MERGED,3,25,20,18.09,572,2,0,1
openai/codex,CLOSED,14,216,219,1.57,1898,1,0,1
openai/codex,MERGED,10,72,159,18.46,1494,3,2,2
openai/codex,MERGED,5,141,64,17.1,1143,2,0,1
openai/codex,MERGED,6,21,5,1.79,759,3,0,2
openai/codex,MERGED,37,332,11,96.08,1851,2,0,5
openai/codex,MERGED,10,83,46,20.26,1269,2,0,2
openai/codex,MERGED,23,7,467,4.87,1936,2,0,2
openai/codex,MERGED,2,4,4,2.08,115,2,0,1
openai/codex,MERGED,16,12,2027,3.55,92,2,0,1
openai/codex,MERGED,2,183,49,22.84,279,2,0,2
openai/codex,MERGED,6,164,14,8.03,723,3,0,1
openai/codex,MERGED,8,432,18,24.03,1526,2,0,1
openai/codex,MERGED,1,1,0,2.02,37,2,0,1
openai/codex,MERGED,13,59,96,1.48,1312,2,0,1
tensorflow/models,MERGED,6,22,22,325.6,2210,2,2,1
tensorflow/models,MERGED,10,23,23,325.69,2210,2,2,1
tensorflow/models,MERGED,1,1,1,9.76,872,2,0,1
tensorflow/models,CLOSED,2,1433,1634,1690.52,15242,1,1,1
tensorflow/models,MERGED,1,11,11,1436.76,1870,3,0,1
tensorflow/models,CLOSED,7,38,0,1306.39,1752,5,3,1
tensorflow/models,MERGED,1,1,1,407.59,20,3,0,1
tensorflow/models,MERGED,1,2,2,28.73,2018,2,1,1
tensorflow/models,CLOSED,2,4,0,122.99,156,2,1,1
tensorflow/models,MERGED,1,2,2,780.89,2366,3,0,1
tensorflow/models,MERGED,1,2,2,205.15,1939,2,0,1
tensorflow/models,MERGED,1,4,4,1819.95,588,4,1,1
tensorflow/models,MERGED,1,5,5,1038.17,1752,3,1,1
tensorflow/models,MERGED,2,4,2,21.92,1600,2,0,1
tensorflow/models,MERGED,1,2,2,1798.64,73,4,1,1
tensorflow/models,CLOSED,2,1423,1636,12941.32,18183,1,1,1
tensorflow/models,CLOSED,1,6,6,14932.55,4258,1,1,1
tensorflow/models,MERGED,1,2,0,73.24,116,2,0,1
tensorflow/models,MERGED,1,1,13,5206.36,1032,5,1,3
tensorflow/models,MERGED,1,821,0,4058.67,918,5,2,2
tensorflow/models,MERGED,1,1,1,4847.28,154,4,6,2
tensorflow/models,MERGED,1,6,6,815.62,859,2,0,1
tensorflow/models,MERGED,11,14,13,5197.55,136,5,1,2
tensorflow/models,CLOSED,2,52,4,5200.64,1807,2,0,1
tensorflow/models,MERGED,1,51,0,9.66,794,2,0,4
tensorflow/models,MERGED,1,37,0,23.27,790,2,0,1
tensorflow/models,MERGED,1,11,0,21.98,791,3,0,2
tensorflow/models,CLOSED,1,3,0,46.33,1009,2,2,1
tensorflow/models,CLOSED,0,0,0,4779.09,1684,3,1,3
tensorflow/models,MERGED,1,25,20,76.95,1157,3,1,1
tensorflow/models,MERGED,1,1,1,95.07,17181,2,0,1
tensorflow/models,MERGED,23,3703,0,184.45,1702,5,2,1
tensorflow/models,MERGED,2,3,3,74.46,1752,2,0,1
tensorflow/models,MERGED,3,4,4,344.12,1752,4,1,1
tensorflow/models,MERGED,2,52,24,1689.48,1499,6,1,4
tensorflow/models,MERGED,1,20,20,215.79,886,3,1,1
tensorflow/models,MERGED,1,46,74,52.27,950,3,1,1
tensorflow/models,CLOSED,4,4,4,2390.29,1843,4,1,1
tensorflow/models,CLOSED,1,5,5,2653.28,1790,4,1,1
tensorflow/models,MERGED,1,2,2,1563.68,1843,3,0,1
tensorflow/models,MERGED,1,0,2,2.25,808,2,0,1
tensorflow/models,MERGED,1,2,5,874.86,30,2,0,1
tensorflow/models,MERGED,3,36,12,4.08,1480,2,1,1
tensorflow/models,MERGED,3,6,6,482.1,829,3,0,2
tensorflow/models,MERGED,2,35,4,70.9,1184,3,0,1
tensorflow/models,MERGED,2,13,13,3912.28,809,2,0,1
tensorflow/models,MERGED,1,1,1,4057.1,810,4,0,4
tensorflow/models,MERGED,1,26,1,112.47,1207,2,0,1
tensorflow/models,CLOSED,1,9,9,6052.14,1752,4,5,2
tensorflow/models,CLOSED,1,1,1,5425.9,1715,3,1,1
tensorflow/models,MERGED,15,1402,5,267.31,1443,4,0,10
tensorflow/models,CLOSED,7,750,0,1247.59,1443,4,0,4
tensorflow/models,CLOSED,14,2627,0,964.85,1858,3,1,1
tensorflow/models,MERGED,1,1,1,33.75,63,3,0,1
tensorflow/models,CLOSED,1,7,7,7713.77,1815,4,8,3
tensorflow/models,MERGED,2,67,39,347.59,160,4,0,3
tensorflow/models,MERGED,2,15,15,6743.18,804,3,2,1
tensorflow/models,MERGED,1,11,11,118.81,1752,2,0,1
tensorflow/models,CLOSED,1,5,5,8742.49,1752,5,5,5
tensorflow/models,MERGED,1,8,8,517.68,1752,2,0,1
tensorflow/models,MERGED,1,11,11,3963.89,804,3,0,2
tensorflow/models,CLOSED,3,5,5,1973.7,804,3,0,2
tensorflow/models,MERGED,4,6,6,501.94,804,2,0,1
tensorflow/models,MERGED,1,5,5,505.08,1827,2,0,1
tensorflow/models,MERGED,1,11,11,23.54,1778,2,0,1
tensorflow/models,MERGED,3,10,10,80.35,804,2,0,1
tensorflow/models,MERGED,2,4,4,81.81,804,2,0,3
tensorflow/models,MERGED,7,47,47,693.84,804,3,0,1
tensorflow/models,CLOSED,3,27,27,46.31,806,2,0,3
tensorflow/models,MERGED,1,1,3,6.54,868,3,1,3
tensorflow/models,CLOSED,1,47,36,223.49,975,3,2,2
tensorflow/models,MERGED,1,5,5,1.15,804,2,0,1
tensorflow/models,MERGED,1,1,1,1.47,804,2,0,1
tensorflow/models,MERGED,1,8,8,97.24,804,2,0,1
tensorflow/models,MERGED,1,6,6,46.7,827,2,0,1
tensorflow/models,MERGED,1,33,33,67.57,825,2,1,3
tensorflow/models,MERGED,1,8,8,71.16,847,2,0,1
tensorflow/models,CLOSED,1,11,11,9298.51,1830,5,8,4
tensorflow/models,MERGED,1,12,12,79.7,882,2,0,1
tensorflow/models,MERGED,1,3,3,70.9,1752,3,1,2
tensorflow/models,MERGED,15,76,75,2.57,35,2,1,1
tensorflow/models,MERGED,1,5,5,133.78,1799,2,1,1
tensorflow/models,MERGED,1,6,6,8029.42,1820,5,3,4
tensorflow/models,MERGED,1,2,2,194.85,1752,2,1,1
tensorflow/models,MERGED,1,1,1,33.09,1471,2,0,1
tensorflow/models,MERGED,1,12,12,5.31,1063,3,0,2
tensorflow/models,MERGED,22,2677,0,1342.15,1379,3,0,19
tensorflow/models,MERGED,1,348,0,4.24,1343,2,0,1
tensorflow/models,MERGED,14,1969,0,20.16,1332,2,0,1
tensorflow/models,MERGED,4,20,12,3340.64,1993,4,1,3
tensorflow/models,MERGED,3,115,25,430.54,1683,3,1,10
tensorflow/models,MERGED,14,1969,0,480.32,1332,4,1,5
tensorflow/models,CLOSED,1,1,1,796.08,1852,2,0,1
tensorflow/models,MERGED,1,3,1,31.61,1780,2,0,1
tensorflow/models,MERGED,1,1,1,1846.96,1643,3,1,2
tensorflow/models,MERGED,1,2,2,56.79,1838,2,0,1
tensorflow/models,CLOSED,2,2,2,1299.88,1805,2,0,1
tensorflow/models,MERGED,1,4,26,74.51,1729,2,1,1
tensorflow/models,MERGED,1,3,3,103.67,1839,2,1,1
tensorflow/models,MERGED,1,1,1,2690.96,1846,3,0,1
d2l-ai/d2l-zh,CLOSED,2,3,3,1735.23,124,3,1,1
d2l-ai/d2l-zh,MERGED,25,71,156,12.69,0,6,2,1
d2l-ai/d2l-zh,MERGED,1,1,1,69.57,115,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,351.19,41,3,1,1
d2l-ai/d2l-zh,MERGED,0,0,0,1679.91,0,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,41.55,30,3,1,1
d2l-ai/d2l-zh,MERGED,114,12144,1039,1884.44,0,8,35,58
d2l-ai/d2l-zh,MERGED,1,5,4,35.18,64,3,4,4
d2l-ai/d2l-zh,MERGED,1,1,1,35.4,55,3,2,1
d2l-ai/d2l-zh,MERGED,2,11,11,9.38,57,2,1,3
d2l-ai/d2l-zh,MERGED,9,1286,165,416.14,0,4,15,1
d2l-ai/d2l-zh,MERGED,1,1,1,591.53,68,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,953.89,377,3,3,1
d2l-ai/d2l-zh,MERGED,16,2599,271,419.71,0,4,6,7
d2l-ai/d2l-zh,MERGED,1,1,1,714.89,28,3,1,1
d2l-ai/d2l-zh,MERGED,2,8,8,717.27,14,3,1,1
d2l-ai/d2l-zh,MERGED,6,797,17,535.92,0,4,6,10
d2l-ai/d2l-zh,MERGED,2,2,2,384.83,31,3,2,1
d2l-ai/d2l-zh,MERGED,16,774,15,532.11,0,4,6,9
d2l-ai/d2l-zh,CLOSED,1,15,3,1361.44,113,4,2,4
d2l-ai/d2l-zh,MERGED,10,11,11,1080.03,15,3,1,1
d2l-ai/d2l-zh,CLOSED,2,40,40,10.99,23,2,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,3.38,114,3,1,1
d2l-ai/d2l-zh,MERGED,8,949,24,512.14,0,4,5,6
d2l-ai/d2l-zh,MERGED,10,992,6,493.98,0,4,5,1
d2l-ai/d2l-zh,MERGED,9,691,8,518.03,0,4,10,2
d2l-ai/d2l-zh,CLOSED,1,1,1,172.99,118,3,1,2
d2l-ai/d2l-zh,MERGED,1,1,1,176.5,110,3,2,1
d2l-ai/d2l-zh,MERGED,1,6,7,75.63,213,3,5,3
d2l-ai/d2l-zh,MERGED,1,4,4,8.02,0,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,28.7,0,3,1,1
d2l-ai/d2l-zh,MERGED,6,303,7,470.46,0,4,9,5
d2l-ai/d2l-zh,MERGED,6,489,14,228.52,0,3,7,4
d2l-ai/d2l-zh,MERGED,9,475,5,88.16,0,5,7,4
d2l-ai/d2l-zh,MERGED,1,1,1,381.41,109,3,1,1
d2l-ai/d2l-zh,MERGED,1,9,6,672.12,358,3,3,3
d2l-ai/d2l-zh,MERGED,1,1,1,555.79,14,3,1,1
d2l-ai/d2l-zh,MERGED,9,677,14,307.04,0,6,26,20
d2l-ai/d2l-zh,CLOSED,17,6436,5867,4.34,0,4,6,1
d2l-ai/d2l-zh,CLOSED,21,6570,5867,122.49,0,6,9,1
d2l-ai/d2l-zh,MERGED,1,1,1,164.08,0,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,164.14,0,3,2,1
d2l-ai/d2l-zh,CLOSED,1,2529,1,20.13,185,4,2,1
d2l-ai/d2l-zh,CLOSED,1,2,2,2473.29,101,3,2,8
d2l-ai/d2l-zh,CLOSED,5,248,3,3182.84,102,3,1,8
d2l-ai/d2l-zh,MERGED,1,1,1,2918.38,0,4,2,2
d2l-ai/d2l-zh,CLOSED,6,334,11,359.96,44,4,1,4
d2l-ai/d2l-zh,MERGED,1,1,1,2938.31,8,4,1,3
d2l-ai/d2l-zh,CLOSED,8,431,1,3207.13,89,5,15,3
d2l-ai/d2l-zh,MERGED,1,1,1,89.83,59,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,1706.28,0,3,2,2
d2l-ai/d2l-zh,MERGED,1,1,1,1540.15,40,3,1,1
d2l-ai/d2l-zh,MERGED,1,2,2,238.59,0,3,1,1
d2l-ai/d2l-zh,MERGED,3,18,1,342.34,0,5,5,2
d2l-ai/d2l-zh,MERGED,19,550,31,687.0,33,8,7,8
d2l-ai/d2l-zh,CLOSED,3,18,1,671.28,0,4,7,3
d2l-ai/d2l-zh,MERGED,1,5,5,37.19,174,3,2,1
d2l-ai/d2l-zh,MERGED,5,14,14,145.36,45,5,12,3
d2l-ai/d2l-zh,MERGED,1,1,1,3908.45,402,3,0,2
d2l-ai/d2l-zh,MERGED,1,2,2,3950.34,183,3,1,1
d2l-ai/d2l-zh,MERGED,1,2,2,4263.95,26,3,0,1
d2l-ai/d2l-zh,MERGED,1,11,9,4279.48,282,3,0,1
d2l-ai/d2l-zh,CLOSED,1,1,1,4331.96,23,4,2,1
d2l-ai/d2l-zh,MERGED,1,1,1,155.29,16,3,1,1
d2l-ai/d2l-zh,MERGED,1,2,2,7.39,27,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,152.89,247,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,202.29,117,3,1,1
d2l-ai/d2l-zh,MERGED,1,3,5,519.02,0,3,2,1
d2l-ai/d2l-zh,MERGED,1,1,1,7.16,9,3,1,1
d2l-ai/d2l-zh,MERGED,38,62,62,10.42,0,4,5,1
d2l-ai/d2l-zh,MERGED,1,1,1,52.08,148,3,2,1
d2l-ai/d2l-zh,MERGED,2,2,2,34.26,60,3,3,1
d2l-ai/d2l-zh,MERGED,1,2,2,64.52,329,3,1,1
d2l-ai/d2l-zh,MERGED,2,2,2,208.7,995,4,4,2
d2l-ai/d2l-zh,MERGED,1,1,1,212.18,0,3,2,1
d2l-ai/d2l-zh,MERGED,6,10,10,62.39,396,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,50.31,0,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,38.26,11,3,4,2
d2l-ai/d2l-zh,MERGED,3,4,4,43.36,144,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,23.43,12,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,24.43,19,3,1,1
d2l-ai/d2l-zh,MERGED,3,5,3,139.64,77,3,1,1
d2l-ai/d2l-zh,MERGED,1,72,72,36.61,35,3,8,15
d2l-ai/d2l-zh,MERGED,2,28,7,351.72,146,3,9,2
d2l-ai/d2l-zh,MERGED,1,4,4,34.72,91,3,1,1
d2l-ai/d2l-zh,MERGED,6,14,14,2.71,94,3,1,1
d2l-ai/d2l-zh,MERGED,5,11,9,18.74,87,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,18.89,188,3,1,1
d2l-ai/d2l-zh,MERGED,1,2,2,9.83,167,3,2,1
d2l-ai/d2l-zh,MERGED,1,1,1,3.03,41,3,1,1
d2l-ai/d2l-zh,MERGED,1,8,9,306.18,47,3,5,1
d2l-ai/d2l-zh,CLOSED,2,6,5,1898.9,1047,4,9,1
d2l-ai/d2l-zh,MERGED,3,3,3,16.59,54,3,1,1
d2l-ai/d2l-zh,MERGED,2,245,119,47.85,0,3,2,4
d2l-ai/d2l-zh,MERGED,1,39,40,34.64,26,3,2,1
d2l-ai/d2l-zh,MERGED,1,8,8,20.99,10,3,1,1
d2l-ai/d2l-zh,MERGED,1,11,10,44.2,26,3,1,1
d2l-ai/d2l-zh,MERGED,1,7,7,90.2,214,3,1,1
d2l-ai/d2l-zh,MERGED,1,1,1,96.54,33,3,1,1
d2l-ai/d2l-zh,MERGED,1,8,8,3.48,120,3,1,1
coder/code-server,MERGED,6,14,14,152.25,853,2,5,2
coder/code-server,MERGED,1,12,0,14.74,12,2,0,1
coder/code-server,MERGED,1,1,1,14.43,13,2,0,1
coder/code-server,MERGED,6,10,10,8.37,0,2,2,1
coder/code-server,MERGED,1,3,3,19.3,5261,1,0,1
coder/code-server,MERGED,1,3,3,48.08,3150,1,0,1
coder/code-server,MERGED,7,15,9,11.2,0,2,6,1
coder/code-server,MERGED,1,3,3,46.95,2505,1,0,1
coder/code-server,MERGED,2,2,2,4.15,0,2,1,1
coder/code-server,MERGED,1,3,1,263.42,680,2,0,1
coder/code-server,MERGED,1,3,3,264.38,9544,1,0,1
coder/code-server,MERGED,16,28,28,42.44,0,2,4,1
coder/code-server,MERGED,1,1,1,223.04,4765,1,0,1
coder/code-server,MERGED,1,1,1,178.7,8032,1,0,1
coder/code-server,MERGED,1,1,1,176.99,4418,1,0,1
coder/code-server,MERGED,1,1,1,176.98,13620,1,0,1
